lang,tokenization,vocab_size,eval_data,metric_type,mean_value,seed
EN,bpe,8192,en,bpb,1.2860013349921295,101
DE,bpe,8192,de,bpb,1.1770436142327394,101
DE,bpe,8192,de-p,bpb,1.41494683883921,101
DE,bpe,8192,DE_lowest,bpb,1.097236147401406,101
DE,bpe,8192,DE_highest,bpb,1.1770436142327394,101
EN,bpe,32768,en,bpb,1.2519609027155727,101
DE,bpe,32768,de,bpb,0.9762256641956688,101
DE,bpe,32768,de-p,bpb,1.3770020043068103,101
DE,bpe,32768,DE_lowest,bpb,0.9762256641956688,101
DE,bpe,32768,DE_highest,bpb,1.077336446279549,101
EN,bpe,49152,en,bpb,1.2862062132336665,101
DE,bpe,49152,de,bpb,1.012372579478401,101
DE,bpe,49152,de-p,bpb,1.3506269117415457,101
DE,bpe,49152,DE_lowest,bpb,1.012372579478401,101
DE,bpe,49152,DE_highest,bpb,1.0431057748265955,101
EN,bpe,65536,en,bpb,1.2463666510483071,101
DE,bpe,65536,de,bpb,0.9445178564763852,101
DE,bpe,65536,de-p,bpb,1.2786617825375266,101
DE,bpe,65536,DE_lowest,bpb,0.9445178564763852,101
DE,bpe,65536,DE_highest,bpb,1.0544328354779628,101
EN,bpe,81920,en,bpb,1.2929600657417677,101
DE,bpe,81920,de,bpb,0.94443023584163,101
DE,bpe,81920,de-p,bpb,1.348199809187042,101
DE,bpe,81920,DE_lowest,bpb,0.94443023584163,101
DE,bpe,81920,DE_highest,bpb,1.0983945685822765,101
EN,bpe,8192,en,cpb,1.2860013349921295,101
DE,bpe,8192,de,cpb,1.1770436142327394,101
DE,bpe,8192,de-p,cpb,1.41494683883921,101
DE,bpe,8192,DE_lowest,cpb,1.097236147401406,101
DE,bpe,8192,DE_highest,cpb,1.1770436142327394,101
EN,bpe,32768,en,cpb,1.2519609027155727,101
DE,bpe,32768,de,cpb,0.9762256641956688,101
DE,bpe,32768,de-p,cpb,1.3770020043068103,101
DE,bpe,32768,DE_lowest,cpb,0.9762256641956688,101
DE,bpe,32768,DE_highest,cpb,1.077336446279549,101
EN,bpe,49152,en,cpb,1.2862062132336665,101
DE,bpe,49152,de,cpb,1.012372579478401,101
DE,bpe,49152,de-p,cpb,1.3506269117415457,101
DE,bpe,49152,DE_lowest,cpb,1.012372579478401,101
DE,bpe,49152,DE_highest,cpb,1.0431057748265955,101
EN,bpe,65536,en,cpb,1.2463666510483071,101
DE,bpe,65536,de,cpb,0.9445178564763852,101
DE,bpe,65536,de-p,cpb,1.2786617825375266,101
DE,bpe,65536,DE_lowest,cpb,0.9445178564763852,101
