sen,verb,verb_idx,cop,cop_idx,child,child_idx,child_features,child_upos,head,head_idx,head_features,head_upos,distance,attractors,metadata,swap_head,feature_vals,prefix,wrong_sen,congruent_attractors,incongruent_attractors,num_attractors,num_congruent_attractors,num_incongruent_attractors,has_attractors,only_has_congruent_attractors,only_has_incongruent_attractors,sample_weight,phenomenon,lang,grammatical_feature,ungrammatical_feature,wo,inflect_item,agreement_certainty
"Yes, lovely creature, is n't she?",is,5,,,she,7,"{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'she'}",PRON,is,5,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Fem'}",VERB,-2,[],"{'sent_id': 'en_lines-ud-dev-doc6-3938', 'text': ""Yes, lovely creature, isn't she?"", 'treebank': 'UD_English-LinES/en_lines-ud-dev.conllu'}",am,3 -> 1,"Yes, lovely creature,","Yes, lovely creature, am n't she?",[],[],0,0,0,False,False,False,0.0107142857142857,SV-P,eng,3,1,VS,verb,+
There is no easy answer to the painful issue of abortion.,is,1,,,answer,4,"{'Number': 'Sing', 'lemma': 'answer'}",NOUN,is,1,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}",VERB,-3,[],"{'sent_id': 'en_lines-ud-test-doc5-4814', 'text': 'There is no easy answer to the painful issue of abortion.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}",am,3 -> 1,There,There am no easy answer to the painful issue of abortion.,[],[],0,0,0,False,False,False,0.1071428571428571,SV-P,eng,3,1,VS,verb,+
"Right up to a week after my birth he continued to say, 'How is he?'",is,15,,,he,16,"{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}",PRON,is,15,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Masc'}",AUX,-1,[],"{'sent_id': 'en_lines-ud-train-doc8-2912', 'text': ""Right up to a week after my birth he continued to say, 'How is he?'"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}",am,3 -> 1,"Right up to a week after my birth he continued to say, 'How","Right up to a week after my birth he continued to say, 'How am he?'",[],[],0,0,0,False,False,False,0.1071428571428571,SV-P,eng,3,1,VS,verb,+
This is whale meat that I photographed in a grocery store in Tokyo - or is it?,is,15,,,it,16,"{'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'it'}",PRON,is,15,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}",VERB,-1,[],"{'sent_id': 'en_partut-ud-855', 'text': 'This is whale meat that I photographed in a grocery store in Tokyo - or is it?', 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu'}",am,3 -> 1,This is whale meat that I photographed in a grocery store in Tokyo - or,This is whale meat that I photographed in a grocery store in Tokyo - or am it?,[],[],0,0,0,False,False,False,0.0357142857142857,SV-P,eng,3,1,VS,verb,+
Among them is the former cloister from the abbey church of St. Peter and Paul.,is,2,,,cloister,5,"{'Number': 'Sing', 'lemma': 'cloister'}",NOUN,is,2,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}",VERB,-3,[],"{'newdoc id': 'w02004', 'sent_id': 'w02004008', 'text': 'Among them is the former cloister from the abbey church of St. Peter and Paul.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}",am,3 -> 1,Among them,Among them am the former cloister from the abbey church of St. Peter and Paul.,[],[],0,0,0,False,False,False,0.1071428571428571,SV-P,eng,3,1,VS,verb,+
how much is a flight from washington to montreal,is,2,,,flight,4,"{'Number': 'Sing', 'lemma': 'flight'}",NOUN,is,2,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}",AUX,-2,[],"{'sent_id': '2932.train', 'text': 'how much is a flight from washington to montreal', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}",'m,3 -> 1,how much,how much 'm a flight from washington to montreal,[],[],0,0,0,False,False,False,0.0107142857142857,SV-P,eng,3,1,VS,verb,+
Among them is the former cloister from the abbey church of St. Peter and Paul.,is,2,,,cloister,5,"{'Number': 'Sing', 'lemma': 'cloister'}",NOUN,is,2,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}",VERB,-3,[],"{'newdoc id': 'w02004', 'sent_id': 'w02004008', 'text': 'Among them is the former cloister from the abbey church of St. Peter and Paul.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}",'m,3 -> 1,Among them,Among them 'm the former cloister from the abbey church of St. Peter and Paul.,[],[],0,0,0,False,False,False,0.1071428571428571,SV-P,eng,3,1,VS,verb,+
"Right up to a week after my birth he continued to say, 'How is he?'",is,15,,,he,16,"{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'he'}",PRON,is,15,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Masc'}",AUX,-1,[],"{'sent_id': 'en_lines-ud-train-doc8-2912', 'text': ""Right up to a week after my birth he continued to say, 'How is he?'"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}",'m,3 -> 1,"Right up to a week after my birth he continued to say, 'How","Right up to a week after my birth he continued to say, 'How 'm he?'",[],[],0,0,0,False,False,False,0.1071428571428571,SV-P,eng,3,1,VS,verb,+
There is no easy answer to the painful issue of abortion.,is,1,,,answer,4,"{'Number': 'Sing', 'lemma': 'answer'}",NOUN,is,1,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}",VERB,-3,[],"{'sent_id': 'en_lines-ud-test-doc5-4814', 'text': 'There is no easy answer to the painful issue of abortion.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}",'m,3 -> 1,There,There 'm no easy answer to the painful issue of abortion.,[],[],0,0,0,False,False,False,0.1071428571428571,SV-P,eng,3,1,VS,verb,+
how much is a flight from washington to boston,is,2,,,flight,4,"{'Number': 'Sing', 'lemma': 'flight'}",NOUN,is,2,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}",AUX,-2,[],"{'sent_id': '2930.train', 'text': 'how much is a flight from washington to boston', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}",'m,3 -> 1,how much,how much 'm a flight from washington to boston,[],[],0,0,0,False,False,False,0.0107142857142857,SV-P,eng,3,1,VS,verb,+
But here is a mushroom that's past its prime.,is,2,,,mushroom,4,"{'Number': 'Sing', 'lemma': 'mushroom'}",NOUN,is,2,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}",VERB,-2,[],"{'sent_id': 'en_partut-ud-892', 'text': ""But here is a mushroom that's past its prime."", 'treebank': 'UD_English-ParTUT/en_partut-ud-dev.conllu'}",am,3 -> 1,But here,But here am a mushroom that's past its prime.,[],[],0,0,0,False,False,False,0.0214285714285714,SV-P,eng,3,1,VS,verb,+
"Yes, lovely creature, is n't she?",is,5,,,she,7,"{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'she'}",PRON,is,5,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Fem'}",VERB,-2,[],"{'sent_id': 'en_lines-ud-dev-doc6-3938', 'text': ""Yes, lovely creature, isn't she?"", 'treebank': 'UD_English-LinES/en_lines-ud-dev.conllu'}",'m,3 -> 1,"Yes, lovely creature,","Yes, lovely creature, 'm n't she?",[],[],0,0,0,False,False,False,0.0107142857142857,SV-P,eng,3,1,VS,verb,+
how much is a flight from washington to montreal,is,2,,,flight,4,"{'Number': 'Sing', 'lemma': 'flight'}",NOUN,is,2,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}",AUX,-2,[],"{'sent_id': '2932.train', 'text': 'how much is a flight from washington to montreal', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}",am,3 -> 1,how much,how much am a flight from washington to montreal,[],[],0,0,0,False,False,False,0.0107142857142857,SV-P,eng,3,1,VS,verb,+
"For one thing, there is increasing concern, and that is undoubtedly true, on the part of experts too.",is,5,,,concern,7,"{'Number': 'Sing', 'lemma': 'concern'}",NOUN,is,5,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}",VERB,-2,[],"{'sent_id': 'en_lines-ud-test-doc5-4832', 'text': 'For one thing, there is increasing concern, and that is undoubtedly true, on the part of experts too.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}",am,3 -> 1,"For one thing, there","For one thing, there am increasing concern, and that is undoubtedly true, on the part of experts too.",[],[],0,0,0,False,False,False,0.0214285714285714,SV-P,eng,3,1,VS,verb,+
"Their minds are of the stay-at-home order, and their home is always with them – the ship; and so is their country – the sea.",is,21,,,country,23,"{'Number': 'Sing', 'lemma': 'country'}",NOUN,is,21,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}",VERB,-2,[],"{'sent_id': 'en_lines-ud-train-doc4-1237', 'text': 'Their minds are of the stay-at-home order, and their home is always with them – the ship; and so is their country – the sea.', 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}",am,3 -> 1,"Their minds are of the stay-at-home order, and their home is always with them – the ship; and so","Their minds are of the stay-at-home order, and their home is always with them – the ship; and so am their country – the sea.",[],[],0,0,0,False,False,False,0.0214285714285714,SV-P,eng,3,1,VS,verb,+
how much is a flight from washington to boston,is,2,,,flight,4,"{'Number': 'Sing', 'lemma': 'flight'}",NOUN,is,2,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}",AUX,-2,[],"{'sent_id': '2930.train', 'text': 'how much is a flight from washington to boston', 'treebank': 'UD_English-Atis/en_atis-ud-train.conllu'}",am,3 -> 1,how much,how much am a flight from washington to boston,[],[],0,0,0,False,False,False,0.0107142857142857,SV-P,eng,3,1,VS,verb,+
"Tindi Kente is a wonderful dancer, wonderful, is n't she... just like a snake brought out by music, and sometimes he 'll try with her.",is,9,,,she,11,"{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'she'}",PRON,is,9,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Fem'}",VERB,-2,[],"{'sent_id': 'en_lines-ud-train-doc6-2197', 'text': ""Tindi Kente is a wonderful dancer, wonderful, isn't she... just like a snake brought out by music, and sometimes he'll try with her."", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}",'m,3 -> 1,"Tindi Kente is a wonderful dancer, wonderful,","Tindi Kente is a wonderful dancer, wonderful, 'm n't she... just like a snake brought out by music, and sometimes he 'll try with her.",[],[],0,0,0,False,False,False,0.0107142857142857,SV-P,eng,3,1,VS,verb,+
"For one thing, there is increasing concern, and that is undoubtedly true, on the part of experts too.",is,5,,,concern,7,"{'Number': 'Sing', 'lemma': 'concern'}",NOUN,is,5,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}",VERB,-2,[],"{'sent_id': 'en_lines-ud-test-doc5-4832', 'text': 'For one thing, there is increasing concern, and that is undoubtedly true, on the part of experts too.', 'treebank': 'UD_English-LinES/en_lines-ud-test.conllu'}",'m,3 -> 1,"For one thing, there","For one thing, there 'm increasing concern, and that is undoubtedly true, on the part of experts too.",[],[],0,0,0,False,False,False,0.0214285714285714,SV-P,eng,3,1,VS,verb,+
In the corner is a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.,is,3,,,girl,5,"{'Number': 'Sing', 'lemma': 'girl'}",NOUN,is,3,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}",VERB,-2,[],"{'newdoc id': 'n01079', 'sent_id': 'n01079015', 'text': 'In the corner is a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}",'m,3 -> 1,In the corner,In the corner 'm a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.,[],[],0,0,0,False,False,False,0.0214285714285714,SV-P,eng,3,1,VS,verb,+
"Their minds are of the stay-at-home order, and their home is always with them – the ship; and so is their country – the sea.",is,21,,,country,23,"{'Number': 'Sing', 'lemma': 'country'}",NOUN,is,21,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}",VERB,-2,[],"{'sent_id': 'en_lines-ud-train-doc4-1237', 'text': 'Their minds are of the stay-at-home order, and their home is always with them – the ship; and so is their country – the sea.', 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}",'m,3 -> 1,"Their minds are of the stay-at-home order, and their home is always with them – the ship; and so","Their minds are of the stay-at-home order, and their home is always with them – the ship; and so 'm their country – the sea.",[],[],0,0,0,False,False,False,0.0214285714285714,SV-P,eng,3,1,VS,verb,+
This is whale meat that I photographed in a grocery store in Tokyo - or is it?,is,15,,,it,16,"{'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'it'}",PRON,is,15,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}",VERB,-1,[],"{'sent_id': 'en_partut-ud-855', 'text': 'This is whale meat that I photographed in a grocery store in Tokyo - or is it?', 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu'}",'m,3 -> 1,This is whale meat that I photographed in a grocery store in Tokyo - or,This is whale meat that I photographed in a grocery store in Tokyo - or 'm it?,[],[],0,0,0,False,False,False,0.0357142857142857,SV-P,eng,3,1,VS,verb,+
But here is a mushroom that's past its prime.,is,2,,,mushroom,4,"{'Number': 'Sing', 'lemma': 'mushroom'}",NOUN,is,2,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}",VERB,-2,[],"{'sent_id': 'en_partut-ud-892', 'text': ""But here is a mushroom that's past its prime."", 'treebank': 'UD_English-ParTUT/en_partut-ud-dev.conllu'}",'m,3 -> 1,But here,But here 'm a mushroom that's past its prime.,[],[],0,0,0,False,False,False,0.0214285714285714,SV-P,eng,3,1,VS,verb,+
In the corner is a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.,is,3,,,girl,5,"{'Number': 'Sing', 'lemma': 'girl'}",NOUN,is,3,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}",VERB,-2,[],"{'newdoc id': 'n01079', 'sent_id': 'n01079015', 'text': 'In the corner is a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu'}",am,3 -> 1,In the corner,In the corner am a girl in a headscarf and jeans who looks so unassuming I think it’s another assistant.,[],[],0,0,0,False,False,False,0.0214285714285714,SV-P,eng,3,1,VS,verb,+
"You say I cook chicken, is n't it?",is,6,,,it,8,{'lemma': 'it'},PRON,is,6,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}",VERB,-2,[],"{'sent_id': 'en_lines-ud-train-doc6-2099', 'text': ""You say I cook chicken, isn't it?"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}",'m,3 -> 1,"You say I cook chicken,","You say I cook chicken, 'm n't it?",[],[],0,0,0,False,False,False,0.0071428571428571,SV-P,eng,3,1,VS,verb,+
"Tindi Kente is a wonderful dancer, wonderful, is n't she... just like a snake brought out by music, and sometimes he 'll try with her.",is,9,,,she,11,"{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'Person': '3', 'PronType': 'Prs', 'lemma': 'she'}",PRON,is,9,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be', 'Gender': 'Fem'}",VERB,-2,[],"{'sent_id': 'en_lines-ud-train-doc6-2197', 'text': ""Tindi Kente is a wonderful dancer, wonderful, isn't she... just like a snake brought out by music, and sometimes he'll try with her."", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}",am,3 -> 1,"Tindi Kente is a wonderful dancer, wonderful,","Tindi Kente is a wonderful dancer, wonderful, am n't she... just like a snake brought out by music, and sometimes he 'll try with her.",[],[],0,0,0,False,False,False,0.0107142857142857,SV-P,eng,3,1,VS,verb,+
"The answer is obvious, is n't it?",is,5,,,it,7,{'lemma': 'it'},PRON,is,5,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}",VERB,-2,[],"{'sent_id': 'en_lines-ud-train-doc2-700', 'text': ""The answer is obvious, isn't it?"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}",'m,3 -> 1,"The answer is obvious,","The answer is obvious, 'm n't it?",[],[],0,0,0,False,False,False,0.0071428571428571,SV-P,eng,3,1,VS,verb,+
"You say I cook chicken, is n't it?",is,6,,,it,8,{'lemma': 'it'},PRON,is,6,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}",VERB,-2,[],"{'sent_id': 'en_lines-ud-train-doc6-2099', 'text': ""You say I cook chicken, isn't it?"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}",am,3 -> 1,"You say I cook chicken,","You say I cook chicken, am n't it?",[],[],0,0,0,False,False,False,0.0071428571428571,SV-P,eng,3,1,VS,verb,+
"The answer is obvious, is n't it?",is,5,,,it,7,{'lemma': 'it'},PRON,is,5,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'be'}",VERB,-2,[],"{'sent_id': 'en_lines-ud-train-doc2-700', 'text': ""The answer is obvious, isn't it?"", 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu'}",am,3 -> 1,"The answer is obvious,","The answer is obvious, am n't it?",[],[],0,0,0,False,False,False,0.0071428571428571,SV-P,eng,3,1,VS,verb,+
