sen,verb,verb_idx,cop,cop_idx,child,child_idx,child_features,child_upos,head,head_idx,head_features,head_upos,distance,attractors,metadata,swap_head,feature_vals,prefix,wrong_sen,congruent_attractors,incongruent_attractors,num_attractors,num_congruent_attractors,num_incongruent_attractors,has_attractors,only_has_congruent_attractors,only_has_incongruent_attractors,sample_weight,phenomenon,lang,grammatical_feature,ungrammatical_feature,wo,inflect_item,agreement_certainty
"Ok, da hätte uns eigentlich schon was komisch vorkommen müssen.",vorkommen,9,hätte,3.0,was,7,"{'Gender': 'Neut', 'Number': 'Sing', 'PronType': 'Int,Rel', 'lemma': 'was'}",PRON,hätte,3,"{'Mood': 'Sub', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'haben', 'Gender': 'Neut'}",AUX,-4,"[{'id': 5, 'form': 'uns', 'lemma': 'wir', 'upos': 'PRON', 'xpos': 'PPER', 'feats': {'Case': 'Dat', 'Number': 'Plur', 'Person': '1', 'PronType': 'Prs'}, 'head': 10, 'deprel': 'obl:arg', 'deps': None, 'misc': None}]","{'sent_id': 'test-s239', 'text': 'Ok, da hätte uns eigentlich schon was komisch vorkommen müssen.', 'treebank': 'UD_German-GSD/de_gsd-ud-test.conllu'}",hätten,SG -> PL,"Ok, da","Ok, da hätten uns eigentlich schon was komisch vorkommen müssen.",[],"[{'id': 5, 'form': 'uns', 'lemma': 'wir', 'upos': 'PRON', 'xpos': 'PPER', 'feats': {'Case': 'Dat', 'Number': 'Plur', 'Person': '1', 'PronType': 'Prs'}, 'head': 10, 'deprel': 'obl:arg', 'deps': None, 'misc': None}]",1,0,1,True,False,True,0.3227515371962984,SV-#,deu,SG,PL,VS,aux,+
Dadurch sollte Jahre später das Königreich Powys an die Herrscher des Königreiches Gwynedd fallen.,fallen,13,sollte,1.0,Königreich,5,"{'Case': 'Acc', 'Gender': 'Neut', 'Number': 'Sing', 'lemma': 'Königreich'}",NOUN,sollte,1,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'sollen', 'Gender': 'Neut'}",AUX,-4,"[{'id': 3, 'form': 'Jahre', 'lemma': 'Jahr', 'upos': 'NOUN', 'xpos': 'NN', 'feats': {'Case': 'Acc', 'Gender': 'Neut', 'Number': 'Plur'}, 'head': 4, 'deprel': 'nmod', 'deps': None, 'misc': None}]","{'sent_id': 'train-s10892', 'text': 'Dadurch sollte Jahre später das Königreich Powys an die Herrscher des Königreiches Gwynedd fallen.', 'treebank': 'UD_German-GSD/de_gsd-ud-train.conllu'}",sollten,SG -> PL,Dadurch,Dadurch sollten Jahre später das Königreich Powys an die Herrscher des Königreiches Gwynedd fallen.,[],"[{'id': 3, 'form': 'Jahre', 'lemma': 'Jahr', 'upos': 'NOUN', 'xpos': 'NN', 'feats': {'Case': 'Acc', 'Gender': 'Neut', 'Number': 'Plur'}, 'head': 4, 'deprel': 'nmod', 'deps': None, 'misc': None}]",1,0,1,True,False,True,0.2305368122830703,SV-#,deu,SG,PL,VS,aux,+
"Daher sei eine thermoregulatorische Funktion, falls überhaupt, nur in einigen Stegosauriern vorgekommen und habe allenfalls eine untergeordnete Rolle gespielt.",vorgekommen,13,sei,1.0,Funktion,4,"{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'lemma': 'Funktion'}",NOUN,sei,1,"{'Mood': 'Sub', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'sein', 'Gender': 'Fem'}",AUX,-3,"[{'id': 3, 'form': 'eine', 'lemma': 'ein', 'upos': 'DET', 'xpos': 'ART', 'feats': {'Case': 'Nom', 'Definite': 'Ind', 'Gender': 'Fem', 'Number': 'Sing', 'NumType': 'Card', 'PronType': 'Art'}, 'head': 5, 'deprel': 'det', 'deps': None, 'misc': None}]","{'sent_id': 'train-s7566', 'text': 'Daher sei eine thermoregulatorische Funktion, falls überhaupt, nur in einigen Stegosauriern vorgekommen und habe allenfalls eine untergeordnete Rolle gespielt.', 'treebank': 'UD_German-GSD/de_gsd-ud-train.conllu'}",seien,SG -> PL,Daher,"Daher seien eine thermoregulatorische Funktion, falls überhaupt, nur in einigen Stegosauriern vorgekommen und habe allenfalls eine untergeordnete Rolle gespielt.","[{'id': 3, 'form': 'eine', 'lemma': 'ein', 'upos': 'DET', 'xpos': 'ART', 'feats': {'Case': 'Nom', 'Definite': 'Ind', 'Gender': 'Fem', 'Number': 'Sing', 'NumType': 'Card', 'PronType': 'Art'}, 'head': 5, 'deprel': 'det', 'deps': None, 'misc': None}]",[],1,1,0,True,True,False,0.0218634799527715,SV-#,deu,SG,PL,VS,aux,+
Von einer tatsächlichen Verbesserung der Lage auf den Autobahnen und Landstraßen konnte denn angesichts dieses Katz- und Maus-Spieles an dem Montag nachmittag keine Rede sein.,sein,27,konnte,11.0,Rede,26,"{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'lemma': 'Rede'}",NOUN,konnte,11,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'können', 'Gender': 'Fem'}",AUX,-15,"[{'id': 15, 'form': 'dieses', 'lemma': 'dieser', 'upos': 'DET', 'xpos': 'PDAT', 'feats': {'Case': 'Gen', 'Gender': 'Neut', 'Number': 'Sing', 'PronType': 'Dem'}, 'head': 21, 'deprel': 'det', 'deps': None, 'misc': None}, {'id': 16, 'form': 'Katz', 'lemma': 'Katz', 'upos': 'NOUN', 'xpos': 'TRUNC', 'feats': {'Case': 'Gen', 'Gender': 'Neut', 'Number': 'Sing'}, 'head': 21, 'deprel': 'compound', 'deps': None, 'misc': {'SpaceAfter': 'No'}}, {'id': 19, 'form': 'Maus', 'lemma': 'Maus', 'upos': 'NOUN', 'xpos': 'NN', 'feats': {'Case': 'Gen', 'Gender': 'Neut', 'Number': 'Sing'}, 'head': 21, 'deprel': 'compound', 'deps': None, 'misc': {'SpaceAfter': 'No'}}, {'id': 21, 'form': 'Spieles', 'lemma': 'Spiel', 'upos': 'NOUN', 'xpos': 'NN', 'feats': {'Case': 'Gen', 'Gender': 'Neut', 'Number': 'Sing'}, 'head': 28, 'deprel': 'obl', 'deps': None, 'misc': None}, {'id': 23, 'form': 'dem', 'lemma': 'der', 'upos': 'DET', 'xpos': 'ART', 'feats': {'Case': 'Dat', 'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}, 'head': 24, 'deprel': 'det', 'deps': None, 'misc': None}, {'id': 24, 'form': 'Montag', 'lemma': 'Montag', 'upos': 'PROPN', 'xpos': 'NN', 'feats': {'Case': 'Dat', 'Gender': 'Masc', 'Number': 'Sing'}, 'head': 21, 'deprel': 'nmod', 'deps': None, 'misc': {'NamedEntity': 'Yes'}}]","{'sent_id': 'test-s786', 'text': 'Von einer tatsächlichen Verbesserung der Lage auf den Autobahnen und Landstraßen konnte denn angesichts dieses Katz- und Maus-Spieles am Montag nachmittag keine Rede sein.', 'treebank': 'UD_German-GSD/de_gsd-ud-test.conllu'}",konnten,SG -> PL,Von einer tatsächlichen Verbesserung der Lage auf den Autobahnen und Landstraßen,Von einer tatsächlichen Verbesserung der Lage auf den Autobahnen und Landstraßen konnten denn angesichts dieses Katz- und Maus-Spieles an dem Montag nachmittag keine Rede sein.,"[{'id': 15, 'form': 'dieses', 'lemma': 'dieser', 'upos': 'DET', 'xpos': 'PDAT', 'feats': {'Case': 'Gen', 'Gender': 'Neut', 'Number': 'Sing', 'PronType': 'Dem'}, 'head': 21, 'deprel': 'det', 'deps': None, 'misc': None}, {'id': 16, 'form': 'Katz', 'lemma': 'Katz', 'upos': 'NOUN', 'xpos': 'TRUNC', 'feats': {'Case': 'Gen', 'Gender': 'Neut', 'Number': 'Sing'}, 'head': 21, 'deprel': 'compound', 'deps': None, 'misc': {'SpaceAfter': 'No'}}, {'id': 19, 'form': 'Maus', 'lemma': 'Maus', 'upos': 'NOUN', 'xpos': 'NN', 'feats': {'Case': 'Gen', 'Gender': 'Neut', 'Number': 'Sing'}, 'head': 21, 'deprel': 'compound', 'deps': None, 'misc': {'SpaceAfter': 'No'}}, {'id': 21, 'form': 'Spieles', 'lemma': 'Spiel', 'upos': 'NOUN', 'xpos': 'NN', 'feats': {'Case': 'Gen', 'Gender': 'Neut', 'Number': 'Sing'}, 'head': 28, 'deprel': 'obl', 'deps': None, 'misc': None}, {'id': 23, 'form': 'dem', 'lemma': 'der', 'upos': 'DET', 'xpos': 'ART', 'feats': {'Case': 'Dat', 'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}, 'head': 24, 'deprel': 'det', 'deps': None, 'misc': None}, {'id': 24, 'form': 'Montag', 'lemma': 'Montag', 'upos': 'PROPN', 'xpos': 'NN', 'feats': {'Case': 'Dat', 'Gender': 'Masc', 'Number': 'Sing'}, 'head': 21, 'deprel': 'nmod', 'deps': None, 'misc': {'NamedEntity': 'Yes'}}]",[],6,6,0,True,True,False,0.0633287005528554,SV-#,deu,SG,PL,VS,aux,+
"Da die Ostsee zugefroren war, konnte aus Schweden zunächst keine Verstärkung kommen.",kommen,12,konnte,6.0,Verstärkung,11,"{'Case': 'Acc', 'Gender': 'Fem', 'Number': 'Sing', 'lemma': 'Verstärkung'}",NOUN,konnte,6,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'können', 'Gender': 'Fem'}",AUX,-5,"[{'id': 9, 'form': 'Schweden', 'lemma': 'Schweden', 'upos': 'PROPN', 'xpos': 'NE', 'feats': {'Case': 'Dat', 'Gender': 'Neut', 'Number': 'Sing'}, 'head': 13, 'deprel': 'obl', 'deps': None, 'misc': {'NamedEntity': 'Yes'}}]","{'sent_id': 'train-s7909', 'text': 'Da die Ostsee zugefroren war, konnte aus Schweden zunächst keine Verstärkung kommen.', 'treebank': 'UD_German-GSD/de_gsd-ud-train.conllu'}",konnten,SG -> PL,"Da die Ostsee zugefroren war,","Da die Ostsee zugefroren war, konnten aus Schweden zunächst keine Verstärkung kommen.","[{'id': 9, 'form': 'Schweden', 'lemma': 'Schweden', 'upos': 'PROPN', 'xpos': 'NE', 'feats': {'Case': 'Dat', 'Gender': 'Neut', 'Number': 'Sing'}, 'head': 13, 'deprel': 'obl', 'deps': None, 'misc': {'NamedEntity': 'Yes'}}]",[],1,1,0,True,True,False,0.0633287005528554,SV-#,deu,SG,PL,VS,aux,+
"Mit ihm zusammengewachsen ist der in dem Mittelalter bedeutendste Ortsteil Adelwil (1,8 km nordöstlich des Dorfs;)",zusammengewachsen,2,ist,3.0,Ortsteil,9,"{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'lemma': 'Ortsteil'}",NOUN,ist,3,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'sein', 'Gender': 'Masc'}",AUX,-6,"[{'id': 5, 'form': 'der', 'lemma': 'der', 'upos': 'DET', 'xpos': 'ART', 'feats': {'Case': 'Nom', 'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}, 'head': 10, 'deprel': 'det', 'deps': None, 'misc': None}, {'id': 7, 'form': 'dem', 'lemma': 'der', 'upos': 'DET', 'xpos': 'ART', 'feats': {'Case': 'Dat', 'Definite': 'Def', 'Gender': 'Neut', 'Number': 'Sing', 'PronType': 'Art'}, 'head': 8, 'deprel': 'det', 'deps': None, 'misc': None}, {'id': 8, 'form': 'Mittelalter', 'lemma': 'Mittelalter', 'upos': 'NOUN', 'xpos': 'NN', 'feats': {'Case': 'Dat', 'Gender': 'Neut', 'Number': 'Sing'}, 'head': 9, 'deprel': 'nmod', 'deps': None, 'misc': None}]","{'sent_id': 'train-s8037', 'text': 'Mit ihm zusammengewachsen ist der im Mittelalter bedeutendste Ortsteil Adelwil (1,8 km nordöstlich des Dorfs;)', 'treebank': 'UD_German-GSD/de_gsd-ud-train.conllu'}",sind,SG -> PL,Mit ihm zusammengewachsen,"Mit ihm zusammengewachsen sind der in dem Mittelalter bedeutendste Ortsteil Adelwil (1,8 km nordöstlich des Dorfs;)","[{'id': 5, 'form': 'der', 'lemma': 'der', 'upos': 'DET', 'xpos': 'ART', 'feats': {'Case': 'Nom', 'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}, 'head': 10, 'deprel': 'det', 'deps': None, 'misc': None}, {'id': 7, 'form': 'dem', 'lemma': 'der', 'upos': 'DET', 'xpos': 'ART', 'feats': {'Case': 'Dat', 'Definite': 'Def', 'Gender': 'Neut', 'Number': 'Sing', 'PronType': 'Art'}, 'head': 8, 'deprel': 'det', 'deps': None, 'misc': None}, {'id': 8, 'form': 'Mittelalter', 'lemma': 'Mittelalter', 'upos': 'NOUN', 'xpos': 'NN', 'feats': {'Case': 'Dat', 'Gender': 'Neut', 'Number': 'Sing'}, 'head': 9, 'deprel': 'nmod', 'deps': None, 'misc': None}]",[],3,3,0,True,True,False,0.0218634799527715,SV-#,deu,SG,PL,VS,aux,+
"In dem vergangenen Jahr war ein fix und fertig ausgehandelter Vertrag zwischen dem südkoreanischen Konzern Samsung und Fokker in dem letzten Moment geplatzt, weil die Regierung in Den Haag nicht zu den von den Asiaten verlangten Garantien bereit war.",geplatzt,22,war,4.0,Vertrag,10,"{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'lemma': 'Vertrag'}",NOUN,war,4,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'sein', 'Gender': 'Masc'}",AUX,-6,"[{'id': 6, 'form': 'ein', 'lemma': 'ein', 'upos': 'DET', 'xpos': 'ART', 'feats': {'Case': 'Nom', 'Definite': 'Ind', 'Gender': 'Masc', 'Number': 'Sing', 'NumType': 'Card', 'PronType': 'Art'}, 'head': 11, 'deprel': 'det', 'deps': None, 'misc': None}]","{'sent_id': 'train-s2180', 'text': 'Im vergangenen Jahr war ein fix und fertig ausgehandelter Vertrag zwischen dem südkoreanischen Konzern Samsung und Fokker im letzten Moment geplatzt, weil die Regierung in Den Haag nicht zu den von den Asiaten verlangten Garantien bereit war.', 'treebank': 'UD_German-GSD/de_gsd-ud-train.conllu'}",waren,SG -> PL,In dem vergangenen Jahr,"In dem vergangenen Jahr waren ein fix und fertig ausgehandelter Vertrag zwischen dem südkoreanischen Konzern Samsung und Fokker in dem letzten Moment geplatzt, weil die Regierung in Den Haag nicht zu den von den Asiaten verlangten Garantien bereit war.","[{'id': 6, 'form': 'ein', 'lemma': 'ein', 'upos': 'DET', 'xpos': 'ART', 'feats': {'Case': 'Nom', 'Definite': 'Ind', 'Gender': 'Masc', 'Number': 'Sing', 'NumType': 'Card', 'PronType': 'Art'}, 'head': 11, 'deprel': 'det', 'deps': None, 'misc': None}]",[],1,1,0,True,True,False,0.0327952199291573,SV-#,deu,SG,PL,VS,aux,+
"Mit dem nach dorthin aufstrebendem Dach wird die Assoziation geweckt, als würde das ""Fischerboot"" mit dem Bug gegen eine Welle fahren.",fahren,23,würde,12.0,Fischerboot,15,"{'Case': 'Nom', 'Gender': 'Neut', 'Number': 'Sing', 'lemma': 'Fischerboot'}",NOUN,würde,12,"{'Mood': 'Sub', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'werden', 'Gender': 'Neut'}",AUX,-3,"[{'id': 14, 'form': 'das', 'lemma': 'der', 'upos': 'DET', 'xpos': 'ART', 'feats': {'Case': 'Nom', 'Definite': 'Def', 'Gender': 'Neut', 'Number': 'Sing', 'PronType': 'Art'}, 'head': 16, 'deprel': 'det', 'deps': None, 'misc': None}]","{'sent_id': 'train-s3889', 'text': 'Mit dem nach dorthin aufstrebendem Dach wird die Assoziation geweckt, als würde das ""Fischerboot"" mit dem Bug gegen eine Welle fahren.', 'treebank': 'UD_German-GSD/de_gsd-ud-train.conllu'}",würden,SG -> PL,"Mit dem nach dorthin aufstrebendem Dach wird die Assoziation geweckt, als","Mit dem nach dorthin aufstrebendem Dach wird die Assoziation geweckt, als würden das ""Fischerboot"" mit dem Bug gegen eine Welle fahren.","[{'id': 14, 'form': 'das', 'lemma': 'der', 'upos': 'DET', 'xpos': 'ART', 'feats': {'Case': 'Nom', 'Definite': 'Def', 'Gender': 'Neut', 'Number': 'Sing', 'PronType': 'Art'}, 'head': 16, 'deprel': 'det', 'deps': None, 'misc': None}]",[],1,1,0,True,True,False,0.0109317399763857,SV-#,deu,SG,PL,VS,aux,+
"Dennoch ist hier eine durchaus originelle und einmalige Chorlösung entstanden, die sich von dem Heilig - Kreuz - Münster in Schwäbisch Gmünd und von dem Veitsdom in Prag deutlich abhebt.",entstanden,9,ist,1.0,Chorlösung,8,"{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Sing', 'lemma': 'Chorlösung'}",NOUN,ist,1,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'lemma': 'sein', 'Gender': 'Fem'}",AUX,-7,"[{'id': 4, 'form': 'eine', 'lemma': 'ein', 'upos': 'DET', 'xpos': 'ART', 'feats': {'Case': 'Nom', 'Definite': 'Ind', 'Gender': 'Fem', 'Number': 'Sing', 'NumType': 'Card', 'PronType': 'Art'}, 'head': 9, 'deprel': 'det', 'deps': None, 'misc': None}, {'id': 6, 'form': 'originelle', 'lemma': 'originell', 'upos': 'ADJ', 'xpos': 'ADJA', 'feats': {'Case': 'Nom', 'Degree': 'Pos', 'Gender': 'Fem', 'Number': 'Sing'}, 'head': 9, 'deprel': 'amod', 'deps': None, 'misc': None}]","{'sent_id': 'train-s4979', 'text': 'Dennoch ist hier eine durchaus originelle und einmalige Chorlösung entstanden, die sich vom Heilig - Kreuz - Münster in Schwäbisch Gmünd und vom Veitsdom in Prag deutlich abhebt.', 'treebank': 'UD_German-GSD/de_gsd-ud-train.conllu'}",sind,SG -> PL,Dennoch,"Dennoch sind hier eine durchaus originelle und einmalige Chorlösung entstanden, die sich von dem Heilig - Kreuz - Münster in Schwäbisch Gmünd und von dem Veitsdom in Prag deutlich abhebt.","[{'id': 4, 'form': 'eine', 'lemma': 'ein', 'upos': 'DET', 'xpos': 'ART', 'feats': {'Case': 'Nom', 'Definite': 'Ind', 'Gender': 'Fem', 'Number': 'Sing', 'NumType': 'Card', 'PronType': 'Art'}, 'head': 9, 'deprel': 'det', 'deps': None, 'misc': None}, {'id': 6, 'form': 'originelle', 'lemma': 'originell', 'upos': 'ADJ', 'xpos': 'ADJA', 'feats': {'Case': 'Nom', 'Degree': 'Pos', 'Gender': 'Fem', 'Number': 'Sing'}, 'head': 9, 'deprel': 'amod', 'deps': None, 'misc': None}]",[],2,2,0,True,True,False,0.0874539198110861,SV-#,deu,SG,PL,VS,aux,+
"Obwohl Warhol in dem Mai 1965 bei Ileana Sonnabend in Paris verkündet hatte, dass er sich nun von der Malerei zurückziehen wolle, sollte in dem April 1966 eine Ausstellung in der New Yorker Galerie von Leo Castelli stattfinden.",stattfinden,39,sollte,24.0,Ausstellung,30,"{'Case': 'Acc', 'Gender': 'Fem', 'Number': 'Sing', 'lemma': 'Ausstellung'}",NOUN,sollte,24,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'lemma': 'sollen', 'Gender': 'Fem'}",AUX,-6,"[{'id': 27, 'form': 'dem', 'lemma': 'der', 'upos': 'DET', 'xpos': 'ART', 'feats': {'Case': 'Dat', 'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}, 'head': 28, 'deprel': 'det', 'deps': None, 'misc': None}, {'id': 28, 'form': 'April', 'lemma': 'April', 'upos': 'PROPN', 'xpos': 'NN', 'feats': {'Case': 'Dat', 'Gender': 'Masc', 'Number': 'Sing'}, 'head': 40, 'deprel': 'obl', 'deps': None, 'misc': {'NamedEntity': 'Yes'}}]","{'sent_id': 'train-s13653', 'text': 'Obwohl Warhol im Mai 1965 bei Ileana Sonnabend in Paris verkündet hatte, dass er sich nun von der Malerei zurückziehen wolle, sollte im April 1966 eine Ausstellung in der New Yorker Galerie von Leo Castelli stattfinden.', 'treebank': 'UD_German-GSD/de_gsd-ud-train.conllu'}",sollten,SG -> PL,"Obwohl Warhol in dem Mai 1965 bei Ileana Sonnabend in Paris verkündet hatte, dass er sich nun von der Malerei zurückziehen wolle,","Obwohl Warhol in dem Mai 1965 bei Ileana Sonnabend in Paris verkündet hatte, dass er sich nun von der Malerei zurückziehen wolle, sollten in dem April 1966 eine Ausstellung in der New Yorker Galerie von Leo Castelli stattfinden.","[{'id': 27, 'form': 'dem', 'lemma': 'der', 'upos': 'DET', 'xpos': 'ART', 'feats': {'Case': 'Dat', 'Definite': 'Def', 'Gender': 'Masc', 'Number': 'Sing', 'PronType': 'Art'}, 'head': 28, 'deprel': 'det', 'deps': None, 'misc': None}, {'id': 28, 'form': 'April', 'lemma': 'April', 'upos': 'PROPN', 'xpos': 'NN', 'feats': {'Case': 'Dat', 'Gender': 'Masc', 'Number': 'Sing'}, 'head': 40, 'deprel': 'obl', 'deps': None, 'misc': {'NamedEntity': 'Yes'}}]",[],2,2,0,True,True,False,0.0327952199291573,SV-#,deu,SG,PL,VS,aux,+
