,Sentences,Epoch-10
0,"Mein Güte, heute ist jeder in Form.",92.50102932912219
1,-Ich weiß.,115.37723823465461
2,"Es sind die 30 Unternehmer unter 30, die coole, trendige Sachen machen.",407.9210249321261
3,Scheiße! Wieso hast du mich nicht gefragt?,12.48685885575589
4,Es waren nur echt gute Lügen.,160.74307477818417
5,Übermütig geworden?,1265.7899727931506
6,Vielleicht sollten Sie es ihr sagen.,11.329699251960351
7,"Eichhörnchen, Eichhörnchen, wo, zum Teufel, sind nur Ihre Nüsse?",217.73481841868997
8,"""BEISS IN EINE LEGENDE"" Dad, das Restaurant hat keine Sterne auf Yelp.",547.6669793794657
9,Ihr könnt nicht einfach weggehen.,12.998929652558822
10,"Er zog zum Korb, und der Schiedsrichter pfiff Foul, und Magic warf den Ball hoch an die Decke und schrie:",220.50003757507955
11,"Nach unserem Gespräch habe ich diesen Idioten Steve aufgesucht, ihn zur Minna gemacht und ihm eine reingehauen, für das, was er war.",84.7228158001388
12,"Sekunde, ich werde nur kurz... Sekunde, ich werde nur kurz...",64.99892723522846
13,"Ja? Ist mir scheißegal,... falls er versucht hätte, seine Eier zusammenzuschmelzen.",151.56393328938563
14,Wir waren fünf.,50.04486975795504
15,-Ich melde mich.,81.78744789448565
16,Und du hast mich lügen lassen?,34.246483211182976
17,So war das nicht abgemacht.,6.548638740355471
18,"Als ich das sagte, rannte sie weg.",10.383069867598945
19,"Wenn dich das überrascht, versuch es hiermit.",85.62709099071785
20,Ich hörte viel über Sie.,18.74070093988217
21,"Und von seinem Willen hängt auch ab, wer es gewinnt.",156.1934040389027
22,Hass belastet.,18904.812219878404
23,"Wir müssen den Mangel an Möglichkeiten, an Arbeitsplätzen bekämpfen, wir müssen für das Gesundheitswesen und die Bildung kämpfen.",146.41463551831006
24,Es kann Nachrichten senden und hat eine Bankapp.,817.9766896337946
25,Ich habe sie schon mal benutzt.,19.392583874240856
26,Ohne deine Quelle liest sich das wie beliebige Morde.,1133.5425288667816
27,Die große.,913.4984901724667
28,Du bist authentisch.,94.46565885423918
29,"An einen Schreibtisch, da gehör ich hin.",133.0700679707846
30,Es ist nur ein Spiel!,9.53933279933071
31,Er brüstet sich mit 95 % Verurteilungen.,286.9878959810998
32,Wie sagt man?,21.547094348145386
33,- Gar nichts! Alles ist bestens!,714.6450078039366
34,"Sie haben ihre Leben dem Silo gewidmet, wie wir alle es jeden Tag tun.",71.94155913296932
35,Hey! Wo ist meine Frau?,12.610790200137002
36,Da kommt mein liebster FBI-Agent.,113.06220739981843
37,Das geht nur bis neun.,108.44788772462401
38,Und wenn sie wegen eines Risses im Kleid starrten?,235.8807673260339
39,Die Ergebnisse sind unverändert.,48.783157979947134
40,Wir müssen zur Baumgrenze.,98.55392185867339
41,Ich bin so glücklich.,12.72615051098533
42,Kommt dafür zurück.,142.823670227866
43,"Denn ein Weib hatte von ihm gehört, deren Töchterlein einen unsauberen Geist hatte, und sie kam und fiel nieder zu seinen Füßen",36.46001577010954
44,Wir sind Kartenzähler am Blackjack-Tisch. Wir spielen gegen den Trend.,268.1407966566904
45,Wer kann da noch mitzählen?,85.54750914681266
46,"Ich dachte, ich könne versuchen, dich zu analysi- eren und zu den Wurzeln deiner Angst zu gelangen.",257.056008974381
47,Ich bin müde.,19.459240333259114
48,-Sollen wir mitkommen?,150.91826739828446
49,Um das zu tun.,7.866235651551563
50,Viele Geländer und Rampen. Falls Sicherheit euer Ding ist.,845.8726726003214
51,Alle vom Internat haben auch Jobs.,278.3155576625909
52,Aber... schüttle es einfach ab.,85.59582078499075
53,Doch das Größte steht noch aus,494.0478758734495
54,-Und 'ne passende Kappe.,532.042506112265
55,"Hawk-2, abbrechen und sofort umkehren.",331.22970233619753
56,"Okay, nun, ich meine, ich wollte die Tresortür versuchen, aber ein Laser überkreuzt sie auf dieser Seite.",184.00790063406336
