lang,tokenization,vocab_size,eval_data,metric_type,mean_value,seed
AR,bpe,32768,AR,bpb,1.196464140649809,0
AR,bpe,49152,AR,bpb,1.1970516165598126,0
AR,bpe,65536,AR,bpb,1.1962793694360518,0
AR,bpe,81920,AR,bpb,1.1977985678679628,0
AR,bpe,8192,AR,bpb,1.2041006970797417,0
DE,bpe,32768,DE,bpb,1.5766850801318741,0
DE,bpe,49152,DE,bpb,1.576201165508382,0
DE,bpe,65536,DE,bpb,1.576399377578236,0
DE,bpe,81920,DE,bpb,1.570614640516657,0
DE,bpe,8192,DE,bpb,1.5819294246568243,0
DE,superbpe,32768,DE,bpb,1.7905902770180129,0
DE,superbpe,49152,DE,bpb,1.825745288324773,0
DE,superbpe,65536,DE,bpb,1.8393327431520357,0
DE,superbpe,81920,DE,bpb,1.8554122648685274,0
DE,superbpe,8192,DE,bpb,1.716562982238488,0
DE,unigram,32768,DE,bpb,10.093749880148676,0
DE,unigram,49152,DE,bpb,9.713869655418279,0
DE,unigram,65536,DE,bpb,9.665704338094656,0
DE,unigram,81920,DE,bpb,9.357833214192494,0
DE,unigram,8192,DE,bpb,10.702115675386471,0
EN,bpe,32768,EN,bpb,1.710585803769025,0
EN,bpe,49152,EN,bpb,1.700168708178713,0
EN,bpe,65536,EN,bpb,1.6909726822541264,0
EN,bpe,81920,EN,bpb,1.6843559949498168,0
EN,bpe,8192,EN,bpb,1.738152810404911,0
EN,superbpe,32768,EN,bpb,1.9721883051317872,0
EN,superbpe,49152,EN,bpb,2.0241801053212436,0
EN,superbpe,8192,EN,bpb,1.927935409210075,0
EN,unigram,32768,EN,bpb,8.345146175497783,0
EN,unigram,49152,EN,bpb,7.979063951161534,0
EN,unigram,65536,EN,bpb,7.436947896347656,0
EN,unigram,8192,EN,bpb,8.695219002174646,0
FI,bpe,32768,FI,bpb,1.709654078635633,0
FI,bpe,49152,FI,bpb,1.7173636692180918,0
FI,bpe,65536,FI,bpb,1.7195331110481404,0
FI,bpe,81920,FI,bpb,1.727609307533465,0
FI,bpe,8192,FI,bpb,1.6893218200618263,0
FI,superbpe,32768,FI,bpb,1.8178873894608,0
FI,superbpe,49152,FI,bpb,1.8409425078058015,0
FI,superbpe,65536,FI,bpb,1.8582340894248084,0
FI,superbpe,81920,FI,bpb,1.882568046915665,0
FI,superbpe,8192,FI,bpb,1.7657504604895002,0
FI,unigram,32768,FI,bpb,9.818322705808844,0
FI,unigram,49152,FI,bpb,11.005225988840953,0
FI,unigram,65536,FI,bpb,10.803511319503738,0
FI,unigram,81920,FI,bpb,10.66980011074202,0
FI,unigram,8192,FI,bpb,10.870772028906975,0
FR,bpe,32768,FR,bpb,1.4725379381543362,0
FR,bpe,49152,FR,bpb,1.47512492902878,0
FR,bpe,65536,FR,bpb,1.4668632677289737,0
FR,bpe,81920,FR,bpb,1.4597105354770337,0
FR,bpe,8192,FR,bpb,1.4924719557743862,0
FR,superbpe,32768,FR,bpb,1.891355859306145,0
FR,superbpe,49152,FR,bpb,1.949574498835326,0
FR,superbpe,65536,FR,bpb,1.9805713778918594,0
FR,superbpe,8192,FR,bpb,1.7910363513426755,0
FR,unigram,32768,FR,bpb,9.354139901205631,0
FR,unigram,49152,FR,bpb,9.262968685023889,0
FR,unigram,65536,FR,bpb,9.041243685085925,0
FR,unigram,8192,FR,bpb,8.877708926958489,0
KO,bpe,32768,KO,bpb,1.5614861280814698,0
KO,bpe,49152,KO,bpb,1.5588554822621628,0
KO,bpe,65536,KO,bpb,1.5663130165749768,0
KO,bpe,81920,KO,bpb,1.5689610667422997,0
KO,bpe,8192,KO,bpb,1.5558318446859076,0
PL,bpe,32768,PL,bpb,1.7098636629629553,0
PL,bpe,49152,PL,bpb,1.7155599680744236,0
PL,bpe,65536,PL,bpb,1.7232194580963573,0
PL,bpe,81920,PL,bpb,1.7225650094589031,0
PL,bpe,8192,PL,bpb,1.704317288838483,0
RU,bpe,32768,RU,bpb,0.9544880352885137,0
RU,bpe,49152,RU,bpb,0.9567004155660712,0
RU,bpe,65536,RU,bpb,0.9605155537902843,0
RU,bpe,81920,RU,bpb,0.9608558993469107,0
RU,bpe,8192,RU,bpb,0.953213803075544,0
RU,superbpe,32768,RU,bpb,1.034786508417549,0
RU,superbpe,49152,RU,bpb,1.04591251921404,0
RU,superbpe,65536,RU,bpb,1.0555130207561705,0
RU,superbpe,81920,RU,bpb,1.0727123411976172,0
RU,superbpe,8192,RU,bpb,1.0017175306460615,0
RU,unigram,32768,RU,bpb,7.842944042154983,0
RU,unigram,49152,RU,bpb,7.177897168045529,0
RU,unigram,65536,RU,bpb,7.547275903551555,0
RU,unigram,81920,RU,bpb,7.773782562426183,0
RU,unigram,8192,RU,bpb,6.868626239204143,0
TR,bpe,32768,TR,bpb,1.5960595363082513,0
TR,bpe,49152,TR,bpb,1.5993784101855448,0
TR,bpe,65536,TR,bpb,1.6026155356848595,0
TR,bpe,81920,TR,bpb,1.6046201027492497,0
TR,bpe,8192,TR,bpb,1.5952003014636338,0
TR,superbpe,32768,TR,bpb,1.7299029133401893,0
TR,superbpe,49152,TR,bpb,1.7468312226905565,0
TR,superbpe,65536,TR,bpb,1.7659930469746186,0
TR,superbpe,81920,TR,bpb,1.7805925978267778,0
TR,superbpe,8192,TR,bpb,1.6869663124036989,0
ZH,bpe,32768,ZH,bpb,2.038287519194485,0
ZH,bpe,49152,ZH,bpb,2.0622010366510386,0
ZH,bpe,65536,ZH,bpb,2.0781145517934045,0
ZH,bpe,81920,ZH,bpb,2.0878070978565857,0
ZH,bpe,8192,ZH,bpb,2.0250978493154856,0
ZH,superbpe,32768,ZH,bpb,2.074372672549338,0
ZH,superbpe,49152,ZH,bpb,2.1122812534647277,0
ZH,superbpe,65536,ZH,bpb,2.1307078998748468,0
ZH,superbpe,81920,ZH,bpb,2.1430730546350523,0
ZH,superbpe,8192,ZH,bpb,2.0475044220386986,0
ZH,unigram,32768,ZH,bpb,6.954645302108409,0
ZH,unigram,49152,ZH,bpb,7.8654626690407206,0
ZH,unigram,65536,ZH,bpb,7.9276591012094455,0
ZH,unigram,81920,ZH,bpb,7.641195596793308,0
ZH,unigram,8192,ZH,bpb,5.881066782554722,0
AR,bpe,32768,AR,cpb,2.168344670692517,0
AR,bpe,49152,AR,cpb,2.169432912729818,0
AR,bpe,65536,AR,cpb,2.167948506121959,0
AR,bpe,81920,AR,cpb,2.170681901658151,0
AR,bpe,8192,AR,cpb,2.18213233664981,0
DE,bpe,32768,DE,cpb,1.6033083781437412,0
DE,bpe,49152,DE,cpb,1.6028173864554767,0
DE,bpe,65536,DE,cpb,1.603065366090245,0
DE,bpe,81920,DE,cpb,1.5971798583792174,0
DE,bpe,8192,DE,cpb,1.608589977512885,0
DE,superbpe,32768,DE,cpb,1.8206123835372867,0
DE,superbpe,49152,DE,cpb,1.85633950826301,0
DE,superbpe,65536,DE,cpb,1.8701002194478478,0
DE,superbpe,81920,DE,cpb,1.8864545284603444,0
DE,superbpe,8192,DE,cpb,1.745346556920752,0
DE,unigram,32768,DE,cpb,10.36649410794091,0
DE,unigram,49152,DE,cpb,9.97716433051747,0
DE,unigram,65536,DE,cpb,9.928682075591496,0
DE,unigram,81920,DE,cpb,9.612174153611113,0
DE,unigram,8192,DE,cpb,10.986474206317975,0
EN,bpe,32768,EN,cpb,1.7125770793412893,0
EN,bpe,49152,EN,cpb,1.7021368834784667,0
EN,bpe,65536,EN,cpb,1.6929702780420761,0
EN,bpe,81920,EN,cpb,1.6863531026789274,0
EN,bpe,8192,EN,cpb,1.7401391529742176,0
EN,superbpe,32768,EN,cpb,1.974405401654563,0
EN,superbpe,49152,EN,cpb,2.026440241459976,0
EN,superbpe,8192,EN,cpb,1.9300726592127535,0
EN,unigram,32768,EN,cpb,8.357549096711944,0
EN,unigram,49152,EN,cpb,7.990753829226651,0
EN,unigram,8192,EN,cpb,8.707784094634135,0
FI,bpe,32768,FI,cpb,1.7801337495292933,0
FI,bpe,49152,FI,cpb,1.7879871456724954,0
FI,bpe,65536,FI,cpb,1.7904004198919743,0
FI,bpe,81920,FI,cpb,1.798736646736527,0
FI,bpe,8192,FI,cpb,1.7589833374845587,0
FI,superbpe,32768,FI,cpb,1.8928390737455372,0
FI,superbpe,49152,FI,cpb,1.916824206161459,0
FI,superbpe,65536,FI,cpb,1.9348196667164994,0
FI,superbpe,81920,FI,cpb,1.960178270929232,0
FI,superbpe,8192,FI,cpb,1.8386567893848265,0
FI,unigram,32768,FI,cpb,10.271567438321911,0
FI,unigram,49152,FI,cpb,11.534801932016352,0
FI,unigram,65536,FI,cpb,11.324802173568072,0
FI,unigram,81920,FI,cpb,11.184073564278124,0
FI,unigram,8192,FI,cpb,11.376895443088879,0
FR,bpe,32768,FR,cpb,1.5323841033774939,0
FR,bpe,49152,FR,cpb,1.5352777722760313,0
FR,bpe,65536,FR,cpb,1.5266544264345592,0
FR,bpe,81920,FR,cpb,1.5191288097372482,0
FR,bpe,8192,FR,cpb,1.5530962791949223,0
FR,superbpe,32768,FR,cpb,1.9669586163204544,0
FR,superbpe,49152,FR,cpb,2.027816234270645,0
FR,superbpe,65536,FR,cpb,2.0601773039087754,0
FR,superbpe,8192,FR,cpb,1.862669289634344,0
FR,unigram,32768,FR,cpb,9.863922335766162,0
FR,unigram,49152,FR,cpb,9.765258076812811,0
FR,unigram,65536,FR,cpb,9.532685914264842,0
FR,unigram,8192,FR,cpb,9.347598864817517,0
KO,bpe,32768,KO,cpb,3.7233297583501597,0
KO,bpe,49152,KO,cpb,3.71667700411228,0
KO,bpe,65536,KO,cpb,3.7342754911949925,0
KO,bpe,81920,KO,cpb,3.7406949825099,0
KO,bpe,8192,KO,cpb,3.7095113605933157,0
PL,bpe,32768,PL,cpb,1.8178609689803016,0
PL,bpe,49152,PL,cpb,1.8239432645756823,0
PL,bpe,65536,PL,cpb,1.8320518223657505,0
PL,bpe,81920,PL,cpb,1.8312590695519229,0
PL,bpe,8192,PL,cpb,1.8117288827425004,0
RU,bpe,32768,RU,cpb,1.7424011923570897,0
RU,bpe,49152,RU,cpb,1.7465302406305827,0
RU,bpe,65536,RU,cpb,1.7534547331243853,0
RU,bpe,81920,RU,cpb,1.754058203474498,0
RU,bpe,8192,RU,cpb,1.7399788547827348,0
RU,superbpe,32768,RU,cpb,1.8884998202979035,0
RU,superbpe,49152,RU,cpb,1.9088325722148252,0
RU,superbpe,65536,RU,cpb,1.9264665848452256,0
RU,superbpe,81920,RU,cpb,1.9578507833104732,0
RU,superbpe,8192,RU,cpb,1.8282645643385527,0
RU,unigram,32768,RU,cpb,20.295232278844765,0
RU,unigram,49152,RU,cpb,18.549899155499453,0
RU,unigram,65536,RU,cpb,19.51663868268335,0
RU,unigram,81920,RU,cpb,20.12065163932414,0
RU,unigram,8192,RU,cpb,17.79844871663896,0
TR,bpe,32768,TR,cpb,1.7357899192549435,0
TR,bpe,49152,TR,cpb,1.7394678983599865,0
TR,bpe,65536,TR,cpb,1.743060098567713,0
TR,bpe,81920,TR,cpb,1.7451888607331743,0
TR,bpe,8192,TR,cpb,1.7349416542425908,0
TR,superbpe,32768,TR,cpb,1.8809008621937164,0
TR,superbpe,49152,TR,cpb,1.8992863630349635,0
TR,superbpe,65536,TR,cpb,1.9200696747659038,0
TR,superbpe,81920,TR,cpb,1.9361090739329296,0
TR,superbpe,8192,TR,cpb,1.8341583944506241,0
ZH,bpe,32768,ZH,cpb,5.704352299367305,0
ZH,bpe,49152,ZH,cpb,5.7699620066214266,0
ZH,bpe,65536,ZH,cpb,5.814880273619796,0
ZH,bpe,81920,ZH,cpb,5.843239758041258,0
ZH,bpe,8192,ZH,cpb,5.6657999415339475,0
ZH,superbpe,32768,ZH,cpb,5.805624739943284,0
ZH,superbpe,49152,ZH,cpb,5.913378328223465,0
ZH,superbpe,65536,ZH,cpb,5.96552023216182,0
ZH,superbpe,81920,ZH,cpb,6.000699952487104,0
ZH,superbpe,8192,ZH,cpb,5.728707013627443,0
ZH,unigram,32768,ZH,cpb,19.37789620425431,0
ZH,unigram,49152,ZH,cpb,21.990526995352354,0
ZH,unigram,65536,ZH,cpb,22.153258322967865,0
ZH,unigram,81920,ZH,cpb,21.336890154105582,0
ZH,unigram,8192,ZH,cpb,16.369172146663303,0
AR,bpe,32768,AR,mrr,0.23353922736479865,0
AR,bpe,49152,AR,mrr,0.21733729385512432,0
