lang,tokenization,vocab_size,eval_data,metric_type,mean_value,seed
AR,bpe,32768,AR,bpb,1.0836229963846387,0
AR,bpe,49152,AR,bpb,1.075826291330292,0
AR,bpe,65536,AR,bpb,1.0700247927577418,0
AR,bpe,81920,AR,bpb,1.0666233173603443,0
AR,bpe,8192,AR,bpb,1.108817315188237,0
DE,bpe,32768,DE,bpb,1.2501059589833954,0
DE,bpe,49152,DE,bpb,1.226679077313463,0
DE,bpe,65536,DE,bpb,1.218341142619407,0
DE,bpe,81920,DE,bpb,1.211898565029389,0
DE,bpe,8192,DE,bpb,1.2873884739854617,0
EN,bpe,32768,EN,bpb,1.3194427833146092,0
EN,bpe,49152,EN,bpb,1.3074942953656068,0
EN,bpe,65536,EN,bpb,1.2975750094973915,0
EN,bpe,81920,EN,bpb,1.2888649136713062,0
EN,bpe,8192,EN,bpb,1.3579393129564932,0
FI,bpe,32768,FI,bpb,1.3147552624978434,0
FI,bpe,49152,FI,bpb,1.2956575468141154,0
FI,bpe,65536,FI,bpb,1.2883912137715792,0
FI,bpe,81920,FI,bpb,1.276489461122765,0
FI,bpe,8192,FI,bpb,1.3593929530801818,0
FR,bpe,32768,FR,bpb,1.304968936689435,0
FR,bpe,49152,FR,bpb,1.2879846550010852,0
FR,bpe,65536,FR,bpb,1.2755373120092148,0
FR,bpe,81920,FR,bpb,1.2667031113009157,0
FR,bpe,8192,FR,bpb,1.37243074831172,0
KO,bpe,32768,KO,bpb,1.3435748171154147,0
KO,bpe,49152,KO,bpb,1.3095524083003238,0
KO,bpe,65536,KO,bpb,1.3121178291007722,0
KO,bpe,81920,KO,bpb,1.3211660842173882,0
KO,bpe,8192,KO,bpb,1.3772472922830443,0
PL,bpe,32768,PL,bpb,1.502534135125542,0
PL,bpe,49152,PL,bpb,1.4820123247697163,0
PL,bpe,65536,PL,bpb,1.4750694397865076,0
PL,bpe,81920,PL,bpb,1.4370999165761356,0
PL,bpe,8192,PL,bpb,1.5671336008124939,0
RU,bpe,32768,RU,bpb,0.9394849514639559,0
RU,bpe,49152,RU,bpb,0.9165087699943354,0
RU,bpe,65536,RU,bpb,0.9160676094296478,0
RU,bpe,81920,RU,bpb,0.9050128795427733,0
RU,bpe,8192,RU,bpb,0.9816998841050638,0
TR,bpe,32768,TR,bpb,1.3134475630337032,0
TR,bpe,49152,TR,bpb,1.3117297323292465,0
TR,bpe,65536,TR,bpb,1.3143668297548456,0
TR,bpe,81920,TR,bpb,1.296834601073294,0
TR,bpe,8192,TR,bpb,1.3735935862446274,0
ZH,bpe,32768,ZH,bpb,1.4497461586012865,0
ZH,bpe,49152,ZH,bpb,1.4487792888662936,0
ZH,bpe,65536,ZH,bpb,1.45156050572091,0
ZH,bpe,81920,ZH,bpb,1.4478717192238324,0
ZH,bpe,8192,ZH,bpb,1.4678080573829708,0
AR,bpe,32768,AR,cpb,1.9511185575404026,0
AR,bpe,49152,AR,cpb,1.9371676034430325,0
AR,bpe,65536,AR,cpb,1.9263382606455377,0
AR,bpe,81920,AR,cpb,1.9202586239946564,0
AR,bpe,8192,AR,cpb,1.9968155506830099,0
DE,bpe,32768,DE,cpb,1.2617461419518383,0
DE,bpe,49152,DE,cpb,1.2382388192610303,0
DE,bpe,65536,DE,cpb,1.229813634585294,0
DE,bpe,81920,DE,cpb,1.2233621356297717,0
DE,bpe,8192,DE,cpb,1.2995990376405788,0
EN,bpe,32768,EN,cpb,1.3213588606347735,0
EN,bpe,49152,EN,cpb,1.3094631398000212,0
EN,bpe,65536,EN,cpb,1.2995721897212194,0
EN,bpe,81920,EN,cpb,1.2907387343199612,0
EN,bpe,8192,EN,cpb,1.3598245383750978,0
