lang,tokenization,vocab_size,eval_data,metric_type,mean_value,seed
AR,bpe,32768,AR,bpb,1.171975990636954,0
AR,bpe,49152,AR,bpb,1.1687824985627382,0
AR,bpe,65536,AR,bpb,1.1655998542440031,0
AR,bpe,81920,AR,bpb,1.1643139364531199,0
AR,bpe,8192,AR,bpb,1.1859667115225236,0
DE,bpe,32768,DE,bpb,1.4736218452586907,0
DE,bpe,49152,DE,bpb,1.467433518765992,0
DE,bpe,65536,DE,bpb,1.4635250840422402,0
DE,bpe,81920,DE,bpb,1.4566845090388436,0
DE,bpe,8192,DE,bpb,1.4938752166384766,0
EN,bpe,32768,EN,bpb,1.5798974687828604,0
EN,bpe,49152,EN,bpb,1.5692073564053701,0
EN,bpe,65536,EN,bpb,1.5588502498270307,0
EN,bpe,81920,EN,bpb,1.5514940336652043,0
EN,bpe,8192,EN,bpb,1.6097321243007605,0
FI,bpe,32768,FI,bpb,1.5737075244434666,0
FI,bpe,49152,FI,bpb,1.5728958523813878,0
FI,bpe,65536,FI,bpb,1.573654344087535,0
FI,bpe,81920,FI,bpb,1.5724882156322568,0
FI,bpe,8192,FI,bpb,1.5807554090897895,0
FR,bpe,32768,FR,bpb,1.4175809129858832,0
FR,bpe,49152,FR,bpb,1.411797927977519,0
FR,bpe,65536,FR,bpb,1.4011769294934286,0
FR,bpe,81920,FR,bpb,1.392912726271173,0
FR,bpe,8192,FR,bpb,1.4545788676818052,0
KO,bpe,32768,KO,bpb,1.5264357047716455,0
KO,bpe,49152,KO,bpb,1.5127406305367255,0
KO,bpe,65536,KO,bpb,1.5153241206429442,0
KO,bpe,81920,KO,bpb,1.5193169252587877,0
KO,bpe,8192,KO,bpb,1.5338501604932055,0
PL,bpe,32768,PL,bpb,1.646240264931676,0
PL,bpe,49152,PL,bpb,1.641964843036778,0
PL,bpe,65536,PL,bpb,1.64237840302246,0
PL,bpe,81920,PL,bpb,1.6307415542528694,0
PL,bpe,8192,PL,bpb,1.6646588992373472,0
RU,bpe,32768,RU,bpb,0.9514529023371371,0
RU,bpe,49152,RU,bpb,0.9423596286744373,0
RU,bpe,65536,RU,bpb,0.94633486927396,0
RU,bpe,81920,RU,bpb,0.9409362954096789,0
RU,bpe,8192,RU,bpb,0.9666864631885537,0
TR,bpe,32768,TR,bpb,1.4963581246525952,0
TR,bpe,49152,TR,bpb,1.4990342897936855,0
TR,bpe,65536,TR,bpb,1.4988473894625858,0
TR,bpe,81920,TR,bpb,1.493084647381842,0
TR,bpe,8192,TR,bpb,1.5175264337578052,0
ZH,bpe,32768,ZH,bpb,1.8205279690732477,0
ZH,bpe,49152,ZH,bpb,1.8307924937817572,0
ZH,bpe,65536,ZH,bpb,1.8383592353976217,0
ZH,bpe,81920,ZH,bpb,1.842639750934888,0
ZH,bpe,8192,ZH,bpb,1.8180542875817027,0
AR,bpe,32768,AR,cpb,2.1182323991720944,0
AR,bpe,49152,AR,cpb,2.112549475088124,0
AR,bpe,65536,AR,cpb,2.10663775096532,0
AR,bpe,81920,AR,cpb,2.1043684471132393,0
AR,bpe,8192,AR,cpb,2.143578790608144,0
DE,bpe,32768,DE,cpb,1.4960783874586787,0
DE,bpe,49152,DE,cpb,1.489882640920917,0
DE,bpe,65536,DE,cpb,1.485993049973286,0
DE,bpe,81920,DE,cpb,1.479108910764334,0
DE,bpe,8192,DE,cpb,1.5166890116518317,0
EN,bpe,32768,EN,cpb,1.5837740012132213,0
EN,bpe,49152,EN,cpb,1.573066947359505,0
EN,bpe,65536,EN,cpb,1.5627489017617668,0
EN,bpe,81920,EN,cpb,1.555381206485716,0
EN,bpe,8192,EN,cpb,1.6135908823272371,0
FI,bpe,32768,FI,cpb,1.6432532544234066,0
FI,bpe,49152,FI,cpb,1.6421572639819841,0
FI,bpe,65536,FI,cpb,1.6428759306854566,0
FI,bpe,81920,FI,cpb,1.6416404536192861,0
FI,bpe,8192,FI,cpb,1.6508906104693986,0
FR,bpe,32768,FR,cpb,1.468741649720769,0
FR,bpe,49152,FR,cpb,1.462968705065258,0
FR,bpe,65536,FR,cpb,1.451980037782128,0
FR,bpe,81920,FR,cpb,1.4433996514685041,0
FR,bpe,8192,FR,cpb,1.5069479933941794,0
KO,bpe,32768,KO,cpb,3.696210303463164,0
KO,bpe,49152,KO,cpb,3.663057669927858,0
KO,bpe,65536,KO,cpb,3.6683891436191547,0
KO,bpe,81920,KO,cpb,3.677742618003495,0
KO,bpe,8192,KO,cpb,3.7163466495750677,0
PL,bpe,32768,PL,cpb,1.7509402255570161,0
PL,bpe,49152,PL,cpb,1.7461163388033425,0
PL,bpe,65536,PL,cpb,1.746759371384073,0
PL,bpe,81920,PL,cpb,1.7341076685115304,0
PL,bpe,8192,PL,cpb,1.7706176562186677,0
RU,bpe,32768,RU,cpb,1.725670380615245,0
RU,bpe,49152,RU,cpb,1.7091127231959293,0
RU,bpe,65536,RU,cpb,1.7164164260135628,0
RU,bpe,81920,RU,cpb,1.7066135853430682,0
RU,bpe,8192,RU,cpb,1.7529784512138036,0
TR,bpe,32768,TR,cpb,1.6294854168302726,0
TR,bpe,49152,TR,cpb,1.632395506247973,0
TR,bpe,65536,TR,cpb,1.6322883272009974,0
TR,bpe,81920,TR,cpb,1.626103298324916,0
TR,bpe,8192,TR,cpb,1.6527619137026595,0
ZH,bpe,32768,ZH,cpb,5.162280404273771,0
