,Sentences,Epoch-10
0,"Meillä on nyt 4 kuukauden ikäisiä hiiriä, jotka olivat ennen diabeetikkoja, mutta eivät ole enää, hän lisäsi.",1.4491959724689976
1,"Tohtori Ehud Ur, Dalhousien yliopiston lääketieteen professori Nova Scotian Halifaxissa ja Kanadan diabetesliiton kliinisen ja tiedeosaston puheenjohtaja, varoitti, että tutkimus on vasta varhaisessa vaiheessa.",2.077965749059052
2,"Eräiden muiden asiantuntijoiden tapaan hän suhtautuu epäilyksellä siihen, voidaanko diabetes parantaa. Hän huomauttaa, että näillä löydöksillä ei ole merkitystä ihmisille, joilla on jo 1-tyypin diabetes.",1.5224855564124595
3,"Maanantaina Ruotsin akatemian Nobelin kirjallisuuskomitean vakituinen sihteeri Sara Danius ilmoitti julkisesti Ruotsin radion ohjelmassa, että komitea, joka ei pystynyt tavoittamaan Bob Dylania vuoden 2016 kirjallisuuspalkinnon voittamisen tiimoilta, oli luopunut yrityksistään tavoittaa hänet.",1.6130241873690767
4,"Danius sanoi: ""Juuri nyt emme tee mitään. Olen soittanut ja lähettänyt sähköposteja hänen lähimmälle yhteistyökumppanilleen ja saanut hyvin ystävällisiä vastauksia. Tällä hetkellä se riittää hyvin.""",1.3430541160684026
5,"Aikaisemmin Ring-yhtiön toimitusjohtaja Jamie Siminoff huomautti yhtiön aloittaneen siksi, ettei hänen myymälänsä ovikelloa pystynyt kuulemaan autotalliin saakka.",1.8208686685627908
6,Hän sanoi rakentaneensa Wi-Fi-ovikellon.,2.1021277063338686
7,"Siminoff sanoi, että myynti kasvoi hänen esiinnyttyään vuonna 2013 Leijonanluola (Shark Tank) -ohjelmassa, vaikka tuomaristo hylkäsi hänen startupinsa rahoittamisen.",2.2545963092353603
8,Vuoden 2017 lopulla Siminoff esiintyi QVC-ostostelevisiokanavalla.,2.6740829828270702
9,"Ring myös sopi kanteen ADT Corporationin, kilpailevan turvallisuusyrityksen, kanssa.",2.1416438029538742
10,"Vaikka eräs kokeellinen rokote tuntuukin voivan vähentää ebolan kuolleisuusastetta, tähän mennessä minkään lääkkeen ei ole osoitettu selvästi soveltuvan jo saadun tartunnan hoitamiseen.",1.8458073218460747
11,"Yksi vasta-ainesekoitus, ZMapp, vaikutti ensi alkuun lupaavalta kentällä, mutta viralliset tutkimukset osoittivat, ettei se auttanut ehkäisemään kuolemantapauksia toivotussa määrin.",1.772736688012273
12,"PALM-kokeessa ZMappia käytettiin verrokkina, eli tieteilijät vertasivat sitä kolmeen muuhun hoitomuotoon.",2.386445048191282
13,Yhdysvaltain voimisteluliitto tukee Yhdysvaltain olympiakomitean kirjettä ja hyväksyy olympiaperheen vastaansanomattoman tarpeen edistää turvallista ympäristöä kaikille urheilijoillemme.,1.5890102168440607
