,Sentences,Epoch-10
0,"”Vaikka Yhdysvaltojen siirtyminen digitaaliseen aikaan onkin suurelta osin ennenkuulumatonta, rauhallinen vallanvaihto ei ole sitä”, Obaman erityisavustaja Kori Schulman kirjoitti blogijulkaisussaan maanantaina.",1.920151587360963
1,"Niille, jotka seuraavat sosiaalisen median siirtymiä Yhdysvaltain kongressissa, tämä näyttää hieman erilaiselta.",1.2634622893963823
2,"Poiketen aiemmasta retoriikastaan liittyen maahanmuuton rajoittamiseen republikaanipuolueen ehdokas julisti, että presidenttinä hän sallisi ”valtavan määrän” laillisia maahanmuuttajia ”ansiojärjestelmään” perustuen.",2.1063302135964848
3,"”En haluaisi painostaa teitä, mutta tasavallan kohtalo lepää teidän hartioillanne”, hän kertoi North Carolina University -yliopiston urheilukentälle kerääntyneelle yleisölle.",1.7962811232690812
4,Uutta varainkäyttöä kiihdyttää Clintonin muhkea pankkitili.,2.387984820552059
5,"Mitä hän sanoo ja mitä hän tekee, se - itse asiassa se on uskomatonta.",1.197058058244163
6,5000 dollaria henkeä kohden on sallittu maksimimäärä.,1.5061443601450593
7,"Varhain lokakuussa siirtymäryhmä käytti samaa paikkaa tavatessaan teknologialobbareita. Paikalle oli kutsuttu edustajia Uberista, Motion Picture Association of America -järjestöstä, Consumer Technology Association -järjestöstä sekä muista ryhmistä.",2.0363168384694923
8,Kokoontumista kaavailtiin alun perin Washingtonin H Street -kadulla muutaman korttelin päässä sijaitsevalle yksityiselle Metropolitan Clubille.,1.7335541782520665
9,Ehkäpä pukukoodi oli liian vanhanaikainen.,1.7259674358148942
10,"Sen sijaan, että esimerkiksi tieteellistä menetelmää opetettaisiin erillisenä kokonaisuutena, opiskelijat oppivat tieteitä niitä soveltamalla.",1.372426592250196
11,He ovat kansallisella keskitasolla 4. luokalla ja parempia kuin kansallinen keskitaso 8. luokalla.,1.7520573771033832
12,"Vertailun vuoksi NoMa:n täydennysrakentamisen tuloksena syntynyt, vuonna 2004 avattu metroasema maksoi 103,7 miljoonaa dollaria.",1.8741130046303662
13,"”Meillä on paljon kilpailua, ja uskomme, että läpikulku voi auttaa”, Georgetown BID -alueen johtaja Joe Sternlieb sanoi.",2.098275661850863
14,"Toteutettavuustutkimuksessa arvioidaan, että matkustajilta kuluisi noin neljä minuuttia Potomac River -joen ylittämiseen korihissillä.",1.9828183944905657
15,"Silminnäkijä kertoi poliisille, että uhri oli hyökännyt epäillyn kimppuun huhtikuussa.",1.291144760864735
16,Pelien ja jokapäiväisten elämiemme välillä on löydettävissä yhtäläisyyksiä.,1.3351944185896505
17,Osuus on noussut tasaisesti vuosien kuluessa - väestörekisterin mukaan vain 11 prosenttia kokonaisäänistä oli annettuennen vuoden 1996 vaalipäivää  - ja todennäköisesti nousee nopeasti taas tänä vuonna.,1.6087016045436207
18,"Vaikka Khanzir nykyään ehkä onkin yksinäinen sika, hän ei ole aina ollut yksin.",1.628973412170428
19,"”Olemme pyytäneet muilta kansoilta apua eläintarhan asuttamiseen eri eläinlajeilla, mukaan lukien sioilla”, Saqib sanoi.",2.238757328313077
20,"Herra Panvalkar sanoi, että oli hetki, jolloin hän ajatteli, että heidän pitäisi lähteä rakennuksesta.",1.1214634985500567
21,Häntä syytetään myös kaksivuotiaan tyttärensä tapon yrityksestä.,1.1159231887354029
22,"Nainen tappoi Andre Price III:n painamalla hänen kasvojaan olohuoneessa olevaan ilmapatjaan ennen kuin koitti tehdä saman tyttärelleen Angelille, poliisi sanoi.",1.8857724308594896
23,"”Joudun vankilaan joka tapauksessa, toivottavasti tämä oli sen arvoista.”",1.433548014026855
24,"Ensin yksi jesidinaisista alkoi itkeä, sen jälkeen yksi hänen ystävistään.",1.757247851071304
25,"Osborne pestautui yhdysvaltalaiseen puhujavälitystoimistoon sen jälkeen, kun hänet erotettiin heinäkuussa.",1.7435920448110125
26,"Michael Fallon sanoi, että sovittu päivämäärä teräksen työstön aloittamisesta auttaisi houkuttelemaan uusia sijoituksia ja turvaamaan satoja ammattitaitoa vaativia työpaikkoja aina vuoteen 2035 asti.",1.6960335955857384
27,Lupaus kuninkaallisen laivaston uusista tilauksista Clyden laivanrakennusteollisuuden turvaamiseksi tehtiin ennen vuoden 2014 kansanäänestystä Skotlannin itsenäisyydestä.,1.7608355896270458
28,"Tämä on selkeintä silloin, kun kuuluisuuden nimi on aluksi melko harvinainen.",1.6146528190400837
29,"Ja vuoteen 2007 mennessä se oli suosionsa huipulla (kuten ehkä myös Knightley) 50 suosituimman nimen joukossa, kun kolme kertaa enemmän vauvoja sai nimen Keira kuin Kiera.",1.9422104796354553
30,"Eteläkorealainen yritys uskoi ensin, että syynä oli akkuvika, ja vaihtoi itse valmistamansa komponentin kolmannen osapuolen akkuun.",1.8648364823135746
