,Sentences,Values
0,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.",0.5142143358135464
1,"Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.",0.6493045503724035
2,"Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.",0.40313780655929266
3,"On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.",0.4677967407226224
4,"Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""",0.29663392379271264
5,"Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.",0.3188649860425272
6,"He built a WiFi door bell, he said.",0.26987766340764235
7,Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,0.2828516998915601
8,"In late 2017, Siminoff appeared on shopping television channel QVC.",0.25128658653081876
9,"Ring also settled a lawsuit with competing security company, the ADT Corporation.",0.34010586835221845
10,"While one experimental vaccine appears able to reduce Ebola mortality, up until now, no drugs have been clearly demonstrated suitable for treating existing infection.",0.3835152110384248
11,"One antibody cocktail, ZMapp, initially showed promise in the field, but formal studies indicated it had less benefit than sought in preventing death.",0.3351485693548617
12,"In the PALM trial, ZMapp served as a control, meaning scientists used it as a baseline and compared the three other treatments to it.",0.3445872083893562
13,USA Gymnastics supports the United States Olympic Committee's letter and accepts the absolute need of the Olympic family to promote a safe environment for all of our athletes.,0.5359690585132982
14,"We agree with the USOC's statement that the interests of our athletes and clubs, and their sport, may be better served by moving forward with meaningful change within our organization, rather than decertification.",0.45514658951430675
15,USA Gymnastics supports an independent investigation that may shine light on how abuse of the proportion described so courageously by the survivors of Larry Nassar could have gone undetected for so long and embraces any necessary and appropriate changes.,0.3770037207283568
16,"USA Gymnastics and the USOC have the same goal — making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment.",0.48150584564021104
17,"Throughout 1960s, Brzezinski worked for John F. Kennedy as his advisor and then the Lyndon B. Johnson administration.",0.4909343484457138
18,"During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.",0.49410583738572095
19,"As NSA, he assisted Carter in diplomatically handling world affairs, such as the Camp David Accords, 1978; normalizing US–China relations thought the late 1970s; the Iranian Revolution, which led to the Iran hostage crisis, 1979; and the Soviet invasion in Afghanistan, 1979.",0.45124078451751876
20,"The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories.",0.41616858591408695
21,Gosling and Stone received nominations for Best Actor and Actress respectively.,0.42067970679834243
22,"The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.",0.5345280810961897
23,"Two songs from the movie, Audition (The Fools Who Dream) and City of Stars, received nominations for best original song. Lionsgate studio received 26 nominations — more than any other studio.",0.4045707500155293
24,"Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria.",0.4401972127666572
25,The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan.,0.5125344154391596
26,"Turkey would also take over guarding captured ISIS fighters which, the statement said, European nations have refused to repatriate.",0.33350677273633905
27,"This not only confirms that at least some dinosaurs had feathers, a theory already widespread, but provides details fossils generally cannot, such as color and three-dimensional arrangement.",0.33446332805535384
28,. Scientists say this animal's plumage was chestnut-brown on top with a pale or carotenoid-colored underside.,0.37928758954710357
29,The find also grants insight into the evolution of feathers in birds.,0.42882685989412456
30,"Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.",0.4198364793201377
31,"The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.",0.335622582053207
32,"The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.",0.3401190734997069
33,"A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people.",0.47354464152271036
34,The governor's office said nineteen of the injured were police officers.,0.6264644095971691
35,Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.,0.4044509234356822
36,"They found the Sun operated on the same basic principles as other stars: The activity of all stars in the system was found to be driven by their luminosity, their rotation, and nothing else.",0.4490712937734444
37,"The luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow.",0.41419194424341255
38,"The smaller the Rossby number, the less active the star with respect to magnetic reversals.",0.42779847920268993
39,"During his trip, Iwasaki ran into trouble on many occasions.",0.2829622388672162
40,"He was robbed by pirates, attacked in Tibet by a rabid dog, escaped marriage in Nepal and was arrested in India.",0.369248159451915
41,The 802.11n standard operates on both the 2.4Ghz and 5.0Ghz frequencies.,0.65014507814076
42,"This will allow it to be backwards compatible with 802.11a, 802.11b and 802.11g, provided that the base station has dual radios.",0.6187243834683541
43,The speeds of 802.11n are substantially faster than that of its predecessors with a maximum theoretical throughput of 600Mbit/s.,0.5777123844787363
44,"Duvall, who is married with two adult children, did not leave a big impression on Miller, to whom the story was related.",0.47692136255506584
45,"When asked for comment, Miller said, ""Mike talks a lot during the hearing...I was getting ready so I wasn't really hearing what he was saying.""",0.4396681673243923
46,"""We will endeavour to cut carbon dioxide emissions per unit of GDP by a notable margin by 2020 from the 2005 level,"" Hu said.",0.46846410006673894
47,"He did not set a figure for the cuts, saying they will be made based on China's economic output.",0.5178232243914855
48,"Hu encouraged developing countries ""to avoid the old path of polluting first and cleaning up later.""",0.388311370673449
49,"He added that ""they should not, however, be asked to take on obligations that go beyond their development stage, responsibility and capabilities.""",0.3337309027553165
50,The Iraq Study Group presented its report at 12.00 GMT today.,0.3038662129767819
51,"It warns No one can guarantee that any course of action in Iraq at this point will stop sectarian warfare, growing violence, or a slide toward chaos.",0.3447909457611783
52,The Report opens with plea for open debate and the formation of a consensus in the United States about the policy towards the Middle East.,0.4063481751808745
53,The Report is highly critical of almost every aspect of the present policy of the Executive towards Iraq and it urges an immediate change of direction.,0.3905780328277973
54,First among its 78 recommendations is that a new diplomatic initiative should be taken before the end of this year to secure Iraq’s borders against hostile interventions and to re-establish diplomatic relations with its neighbors.,0.433095414403135
55,"Current senator and Argentine First Lady Cristina Fernandez de Kirchner announced her presidential candidacy yesterday evening in La Plata, a city 50 kilometers (31 miles) away from Buenos Aires.",0.5466780642072737
56,"Mrs. Kirchner announced her intention to run for president at the Argentine Theatre, the same location she used to start her 2005 campaign for the Senate as member of the Buenos Aires province delegation.",0.4886179561573381
57,"The debate was sparked by controversy over spending on relief and reconstruction in the wake Hurricane Katrina; which some fiscal conservatives have humorously labeled ""Bush's New Orleans Deal.""",0.40456363433552117
58,Liberal criticism of the reconstruction effort has focused on the awarding of reconstruction contracts to perceived Washington insiders.,0.5630312774550413
59,Over four million people went to Rome to attend the funeral.,0.40263529189104263
60,The number of people present was so large that it was not possible for everybody to gain access to the funeral in St. Peter's Square.,0.6167021246555786
61,Several large television screens were installed in various places in Rome to let the people watch the ceremony.,0.43641454191066986
62,"In many other cities of Italy and in the rest of the world, particularly in Poland, similar setups were made, which were viewed by a great number of people.",0.4148959282395205
63,"Historians have criticized past FBI policies for focusing resources on cases which are easy to solve, especially stolen car cases, with the intent of boosting the agency's success rate.",0.3885120211023866
64,Congress began funding the obscenity initiative in fiscal 2005 and specified that the FBI must devote 10 agents to adult pornography.,0.40289073822876703
65,"Robin Uthappa made the innings highest score, 70 runs in just 41 balls by hitting 11 fours and 2 sixes.",0.2043249461781382
66,"Middle order batsmen, Sachin Tendulkar and Rahul Dravid, performed well and made a hundred-run partnership.",0.5651197958491732
67,"But, after losing the captain's wicket India only made 36 runs loosing 7 wickets to end the innings.",0.374917984746606
68,"U.S. President George W. Bush arrived in Singapore the morning of November 16, beginning a week-long tour of Asia.",0.6053454847304859
69,He was greeted by Singapore's Deputy Prime Minister Wong Kan Seng and discussed trade and terrorism issues with the Singapore Prime Minister Lee Hsien Loong.,0.5460274681692004
70,"After a week of losses in the midterm election, Bush told an audience about the expansion of trade in Asia.",0.3828242926420118
71,"Prime Minister Stephen Harper has agreed to send the government's 'Clean Air Act' to an all-party committee for review, before its second reading, after Tuesday's 25 minute meeting with NDP leader Jack Layton at the PMO.",0.44706797487139205
72,"Layton had asked for changes to the conservatives' environmental bill during the meeting with the PM, asking for a ""thorough and complete rewriting"" of the Conservative party's environmental bill.",0.4912654172888551
73,"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.",0.4090236109749067
74,"But Prime Minister John Howard has said the act was only to safeguard the facilities of the hospital from being downgraded by the Tasmanian government, in giving an extra AUD$45 million.",0.4061274699926008
75,"According to the latest bulletin, sea level readings indicated a tsunami was generated. There was some definite tsunami activity recorded near Pago Pago and Niue.",0.3978941097868596
76,"No major damage or injuries have been reported in Tonga, but power was temporarily lost, which reportedly prevented Tongan authorities from receiving the tsunami warning issued by the PTWC.",0.3550558269456808
77,Fourteen schools in Hawaii located on or near coastlines were closed all of Wednesday despite the warnings being lifted.,0.3407367070407026
78,U.S. President George W. Bush welcomed the announcement.,0.7786458333333334
79,"Bush spokesman Gordon Johndroe called North Korea's pledge ""a major step towards the goal of achieving the verifiable denuclearization of the Korean peninsula.""",0.5205889303817496
