,Sentences,Epoch-10
0,"Tanrım ya, herkes de işini biliyor bugün.",45.41721725463867
1,-Biliyorum.,14.214768409729004
2,"Havalı, çağdaş ve ilgi çekici işler yapan 30 girişimciyi listeliyorlar.",84.96564483642578
3,Önce bana sorman gerekirdi.,23.834060668945312
4,Bana dediğin her şey yalandı.,20.341672897338867
5,Bizimle dalga mı geçiyorsunuz?,14.161611557006836
6,Belki de ona söylemelisin.,17.450305938720703
7,"Sincapçık, sincapçık, sincapçık! Taşakların nerede ha?",101.45600128173828
8,"REDAMAK'S ""EFSANEYİ ISIRIN"" Baba, Yelp'te bu restoranın hiç yıldızı yok.",153.0959930419922
9,Benden çekip gitme.,19.061330795288086
10,"Magic topu alıp salonun tavanına fırlattı ve şöyle bağırmaya başladı,",78.35247039794922
11,"Konuşmamızdan sonra, o salak Steve'i aradım... onu azarlayıp davranışları için onu dövdüm.",102.29087829589844
12,Bir saniye.,4.887188911437988
13,Öyle mi? Taşaklarını birbirine yapıştırmak istese bile umurumda değil.,55.01234436035156
14,Beş kişiydik.,15.517317771911621
15,-Sana döneceğim.,16.874961853027344
16,Yalanlarıma niye göz yumdun?,32.51025390625
17,Böyle konuşmamıştık.,14.717711448669434
18,Onu dememe kalmadan kaçtı.,37.055198669433594
19,Bunu sürpriz olarak görüyorsan şunu dene.,35.263023376464844
20,Senin hakkında çok şey duydum.,9.883899688720703
21,"Aynen kimin kazanacağının da, O'nun iradesi olduğu gibi.",68.17198944091797
22,Nefret bir yüktür.,23.08846664428711
23,"Fırsat eşitsizliğiyle, işsizlikle ve sağlık ve eğitim eksikliğiyle mücadele etmeliyiz.",85.5020980834961
24,Ayrıca mesajlaşma ve mobil bankacılık da var.,49.15131759643555
25,Zaten kullanmıştım.,16.095651626586914
26,Kaynağın olmadan rastgele cinayetlere benziyor.,50.69342803955078
27,Uzun olana.,17.549699783325195
28,Sizinki gerçek aşk.,21.442873001098633
29,Benim masa başında oturmam gerekiyordu.,26.74309539794922
30,Bu sadece bir oyun!,14.020397186279297
31,Yüzde 95 hüküm giydirme oranıyla övünüyor.,56.43401336669922
32,"Derler ya,",20.28380584716797
33,-Hiçbir şey.,14.571736335754395
34,Hayatlarını Silo'ya adamışlardı. Bizim her gün yaptığımız gibi.,62.300148010253906
35,"Hey,karım nerede?",25.876026153564453
36,En sevdiğim FBI ajanı gelmiş.,25.322877883911133
37,Ziyaret saati dokuzda biter.,28.24209976196289
38,"Belki elbisesi yırtılmıştı, ona bakıyorlardı.",43.65119934082031
39,Sonuçlar yine aynı çıkıyor.,26.851646423339844
40,Ağaçlara kadar inmeliyiz.,26.571063995361328
41,"Tanrım, çok iyi hissediyorum.",11.98607349395752
42,Onun için geri geliriz.,15.132076263427734
43,"Küçük kızı kötü ruha tutulmuş bir kadın, İsayla ilgili haberi duyar duymaz geldi, ayaklarına kapandı.",90.64527130126953
44,Bizler Blackjack (21 oyunu) masasinda kart sayicilariz ve kasinoda sira disi bir donus yapiyoruz.,225.77432250976562
45,Artık kim sayıyor ki?,21.233591079711914
46,Ben seni analiz etmeyi ve bu korkunun temelini bulmaya çalışacağım.,57.38035583496094
47,Çok yorgunum.,6.173891067504883
48,-Biz de gelelim mi Şef?,33.75384521484375
49,Ama yapmak zorundayım.,11.270533561706543
50,Güvenlik önemliyse bir sürü tırabzan ve ray var.,68.40355682373047
51,İşletme fakültesinde de herkes bir şeyler ayarladı.,45.591678619384766
52,"Bırak, düşünme.",18.448074340820312
53,Bekle ve gör,15.11251449584961
54,- Ve uyumlu bir şapka.,37.29161071777344
55,Görevi iptal edip üsse geri dönün.,36.863494873046875
56,Kasa kapısını deneyecektim ama bu tarafta önünde lazerler var.,80.2900161743164
57,"Çok büyük bir evde, arkadaşın olduğunu söyleyen bir kadınlayım.",55.06111145019531
58,Bir gün ben de öleceğim.,15.292844772338867
59,Sahte olmasına rağmen sahip olmaya değer mi?,40.08128356933594
60,"Ama işçiliğin yaşamaya değil, hayatta kalmaya yeteceğini bilirdi.",64.01154327392578
61,Pazartesi işte amına koyayım.,27.377483367919922
62,Sen... Sen fena karamsarsın.,33.05716323852539
63,Hangi dostumuzsun?,19.192424774169922
64,Ben nasıl uydum size ya?,33.908294677734375
65,Ben ne yapmışım ki?,14.982600212097168
66,İyi yürüyüşler!,17.219017028808594
67,Yine de seni uyarayım.,20.69143295288086
68,Bir eleştiri buldum.,18.412216186523438
69,Bu yaz ailenizle mangal yaparken herkesin sevdiği tatlılığı ve baharatlılığı içeren tek bir sos var.,120.3768310546875
70,"Automake yöneticisi ile yardım, kalıcı sınıf deposu",95.7625732421875
71,"Evet, başarıya.",18.111190795898438
72,"- Hayır, sen olamazsın.",23.219749450683594
73,Kadını duydunuz.,15.855533599853516
74,O çakallardan biri... kafatasımla aşk yaptı.,60.046573638916016
75,Katılmıyor musun?,11.834053993225098
76,"Kardeşler, kendimi bunu kazanmış saymıyorum. Ancak şunu yapıyorum: Geride kalan her şeyi unutup ileride olanlara uzanarak, Tanrının Mesih İsa aracılığıyla yaptığı göksel çağrıda öngörülen ödülü kazanmak için hedefe doğru koşuyorum.",208.8348388671875
77,İnsanlar fark edilmediğinde bunu anlarım.,32.01844787597656
78,EN İYİ OYUNCULAR AKVARYUM YÖNETİCİSİ,66.07303619384766
79,Gezen insanların dünya görüşü daha geniş olur.,53.857688903808594
80,Sözlükte olması şart!,32.711666107177734
81,Francis bacon,20.999814987182617
82,"Tamam ama, peki o ne yapacak?",26.226802825927734
83,Instagram'a nasıl bir fotoğraf koyarsam koyayım birileri kızıyor.,77.90258026123047
84,Onlari asla bulamayiz!,34.3095588684082
85,Bunu kim bilebilir?,11.171061515808105
86,"-Midge, hallediyorum. -Nasıl?",40.272220611572266
87,"Canlar gitti kollar gitti, bacaklar gitti.",60.585811614990234
88,Şimdi Fransızca konuşuyorsun.,15.950758934020996
89,-Sinyal yok.,20.050588607788086
90,Yoksa ortalık cehenneme dönecek.,26.894975662231445
91,"Çok şükür, ben de hesaplarına bakıyordum da.",40.09894561767578
92,"Saat 9.00, birkaç söz yazıyorum",47.00496292114258
93,"1998'de, hem itibarımı hem de gururumu kaybettim.",57.575347900390625
94,Kendi türüne saldırmayı sever misin?,33.76289749145508
95,Dövmek istiyorum.,14.959256172180176
96,"Pekala, Sam iyi durumda,",30.693525314331055
97,"Kes sesini, dedim.",14.474801063537598
98,Şaka yapıyorsun.,8.7869873046875
99,"Daniel, sana 20 dolar versek ne yaparsın?",45.23017501831055
100,Daha geçen gün Azabu'da sana sahte çekim yaptırdığını söylemiştin.,74.6494369506836
101,Hayalarından küpe yapar.,32.384544372558594
102,Çiğeri sekiz kat büyüyor.,32.071781158447266
103,Geçerli şüpheler... Peşinden gittiği şeyler tepesini attırdı.,77.97483825683594
104,Bebeğimiz oluyor!,19.112743377685547
105,Biri bizi burada bulursa...,20.889202117919922
106,Arkadaşım María'yla tanıştın mı?,23.22563362121582
107,Mahkemeler oluşturulacak.,25.274517059326172
108,Arka taraflarındaki kancalar kayalara tutunmalarını sağlar ancak akıntı bazen karşı konulmaz olabilir.,107.7943115234375
109,Bu bulaşıcı olabilir.,15.80324649810791
110,yanaklarımıza koydurmak.,33.97551727294922
111,Öyle bir söz veremezsin.,14.527637481689453
112,- Nasıl yani Dot?,33.008602142333984
113,Michelle anlamıyorsun.,25.87165069580078
114,"Ama doğu Avrupalılar için, bütün bu pazardaki tüketici ürünlerinin elverişliliği bir sel gibi.",115.96562194824219
115,Sadece Mirrorsoft'la iş yapıyorsun. Sözleşmeni unuttun mu?,55.089473724365234
116,Benim... Oraya gitmem gerekiyor. Hemen.,33.37764358520508
117,Kuzeydeki en parlak yıldızı takip ederek Ha'rar'a git.,61.304813385009766
118,Başı dertte mi?,8.933895111083984
119,"Ama sorun nedir, biliyor musun?",16.33115577697754
120,- Yalan da değil.,26.6466064453125
121,"Bence Gıda ve İlaç Dairesi, gerçekten yıkıcı olan bu opioid salgınına bir çözüm bulunmasına çok sevinir.",125.49530792236328
122,İyi ve sadık bir dostum.,21.675220489501953
123,- Beni asla olmayacak bir şeyle suçluyor.,38.44660186767578
124,Yanım boş Teddy.,26.640295028686523
125,Canlı kuğuya bakamayız.,38.78816604614258
126,"Bunu Basra, Brega ya da Şam görevleri gibi düşünün.",83.42806243896484
127,Seoraewon denen bir yerde yaklaşık 20 yıl önce tıp okudum.,83.67766571044922
128,İyi görünüyorsun.,6.077472686767578
129,Samimi değilsin.,20.903350830078125
130,Manastır ambarında bir kutu olacaktı.,44.86935806274414
131,"Hey, millet, ""Ja Ja Ding Dong""u çalacak!",71.10858917236328
132,Ya bunu seçersin ya da kızına annelik edecek kadar erken çıkmayı.,66.08781433105469
133,-Çişleri mi gelmiş?,34.75711441040039
134,Mahkeme salonuna en son 13 yıl önce girmiştim.,47.38752746582031
135,Bu durumda senin avukatlık masrafını anneanne karşılayabilir.,60.016883850097656
136,-Güzel. -Say.,29.42540740966797
137,Bana bir sürü şey anlattı.,13.981330871582031
138,Gidersen sen ve ben üstesinden geliriz.,33.134639739990234
139,Kategori: Hermetizm,49.837730407714844
140,Beşten üçe ineceğiz.,30.953277587890625
141,Yardıma ihtiyacım olabilir.,16.467233657836914
142,"Hayır, ama bana öylesine belgeleri mi veriyorsun?",42.55387878417969
143,Telsizleri ona bağlayabilirsem aynı frekansa da getirebilirim.,67.66532897949219
144,"- Mulder, ne yapıyorsun?",27.695053100585938
145,"Muhabir Barbie, bana istediğin soruyu sorabilirsin.",52.16127014160156
146,Zor değil mi?,12.281722068786621
147,Az sonra duş alırım.,26.37171173095703
148,Onun sen olduğu tahmininde bulunacağım.,35.11531066894531
149,Burada fırtınaların ne zaman geleceği belli olmuyor.,43.1777229309082
150,Görünmez araçlar.,17.651287078857422
151,"Stone geldi, bunu almadı.",37.10639572143555
152,Ortam o kadar kızıştı ki o soğuk sonbahar akşamında sıcaklık 11 derece yükseldi ve Wesley Fists cevaplanamayan soruyu ortadan kaldırarak imkânsız seçimden kaçmayı başardı.,200.96334838867188
153,-Biraz komik.,18.226606369018555
154,"Çatal ve yarık tırnaklı, geviş getiren her hayvanın etini yiyebilirsiniz.",60.228179931640625
155,"Tamam, bir bakalım.",8.678852081298828
156,"Liderlik yok demek, emir veren yok demek ve buna senin de dahil olduğuna eminim.",86.82563018798828
157,Çalınmış ihtiyaç paketi için kavga eden askerleri ayırmıştın.,76.64170837402344
158,1912 yaz olimpiyatları,16.22226333618164
159,"Haklıymışsın, izbarço düğümü harikaymış.",67.82646942138672
160,İyi misin? Hayır. İyi olmaktan çok uzağım.,42.869319915771484
161,"Bilinen tek şey, çekici kamyonun patlamadan önce cadde boyunca onu sürüklediği.",89.87860107421875
162,Etkisi olur muydu?,25.403663635253906
163,Bırakın gelsin.,11.392977714538574
164,Geleceğini bilmiyordum.,7.69744873046875
165,Hareket ettiremiyorum!,22.203815460205078
166,"Şey, bence yayınlanma tarihi yakın olduğu için çok gerildi.",64.87537384033203
167,Açıkçası harika hissettiriyor.,22.89870834350586
168,Evet! Sonra tavuk ve pizza yemeye gideceğim.,41.05520248413086
169,Seni Kazablanka'dan beri seviyorum.,33.94232940673828
170,Taksiyi durdur hadi.,25.30469512939453
171,Belki hayvanat bahçesinde bir parti vardı ve maymunun biri balığın tekine çaktı.,75.83221435546875
172,Seni doğurduğum için utanıyorum!,20.958921432495117
173,Yıllardır verdiğin hizmetin karşılığı.,37.66981506347656
174,"Bana göndermiş, sana değil.",25.160005569458008
175,Tek bir sent bile eksik değil.,32.421077728271484
176,Bu adamın büyüyen ulusumuza huzursuzluk getirmesine izin veremeyiz.,54.27525329589844
177,Nereye gideceğini biiyor musun?,27.592079162597656
178,Çok tuhaf bir şey. Babanızın ölümünü beklemek.,40.24591827392578
179,III. Felipe,18.59020233154297
180,O zaman üstünü verirsin.,23.89971923828125
181,Cüce mürekkep balığı.,24.04549217224121
182,Onu yakalayacak.,11.18746566772461
183,Açıklayacak ne var?,16.54935646057129
184,Onu sormuyordum.,14.798721313476562
185,Umarım bu sefer iyi gider.,22.02557373046875
186,Ne boş yaptı ya.,28.474090576171875
187,Bence sorunlu biri ama geçen sefer umutluydun.,47.41607666015625
188,"Kontrol edemeyeceğimiz, birçok değişken parça var.",54.15544128417969
189,Erkek olmadığıma şükret.,25.201400756835938
190,Bok biliyordun.,14.86960220336914
191,"Cidden, okumalısın.",24.031211853027344
192,Seni geri alamasam hiçbirinin önemi olmazdı.,34.205039978027344
193,Hangisinin en iyi çalıştığını görmek için YZ'nin değişik iterasyonlarını deniyordum.,93.56147003173828
194,Duyduğuma göre orası cennet gibiymiş.,34.148193359375
