lang,tokenization,vocab_size,eval_data,metric_type,mean_value
DE,bpe,32768,de-ar,bpb,1.6083378221664957
DE,bpe,49152,de-ar,bpb,1.6050452536586381
DE,bpe,65536,de-ar,bpb,1.6094188591243144
DE,bpe,81920,de-ar,bpb,1.6064220664878237
DE,bpe,8192,de-ar,bpb,1.6239992019303862
DE,superbpe,32768,de-ar,bpb,1.856899434963693
DE,superbpe,49152,de-ar,bpb,1.8901230024380613
DE,superbpe,65536,de-ar,bpb,1.9060949554627857
DE,superbpe,81920,de-ar,bpb,1.9273965653305434
DE,superbpe,8192,de-ar,bpb,1.775530601219649
DE,unigram,32768,de-ar,bpb,10.023217784591502
DE,unigram,49152,de-ar,bpb,9.701034530376178
DE,unigram,65536,de-ar,bpb,9.678374045786384
DE,unigram,81920,de-ar,bpb,9.302651411587034
DE,unigram,8192,de-ar,bpb,10.635877361702931
DE,bpe,32768,de-arp,bpb,1.622896109196135
DE,bpe,49152,de-arp,bpb,1.6201696425553374
DE,bpe,65536,de-arp,bpb,1.6215787307869243
DE,bpe,81920,de-arp,bpb,1.6180120235390814
DE,bpe,8192,de-arp,bpb,1.6380464245571897
DE,superbpe,32768,de-arp,bpb,1.8415020484695324
DE,superbpe,49152,de-arp,bpb,1.8733509506311876
DE,superbpe,65536,de-arp,bpb,1.8942231354619397
DE,superbpe,81920,de-arp,bpb,1.9103352242474914
DE,superbpe,8192,de-arp,bpb,1.7634113478647897
DE,unigram,32768,de-arp,bpb,10.00689815965853
DE,unigram,49152,de-arp,bpb,9.676920681758515
DE,unigram,65536,de-arp,bpb,9.638685601950831
DE,unigram,81920,de-arp,bpb,9.286631063641465
DE,unigram,8192,de-arp,bpb,10.61845834081874
DE,bpe,32768,de-p,bpb,1.6004974094842292
DE,bpe,49152,de-p,bpb,1.596450009715035
DE,bpe,65536,de-p,bpb,1.5980702551385928
DE,bpe,81920,de-p,bpb,1.593511229409348
DE,bpe,8192,de-p,bpb,1.6213677367156267
DE,superbpe,32768,de-p,bpb,1.8181617870395164
DE,superbpe,49152,de-p,bpb,1.8522803349295636
DE,superbpe,65536,de-p,bpb,1.8684425823205122
DE,superbpe,81920,de-p,bpb,1.8857021981007993
DE,superbpe,8192,de-p,bpb,1.7451418704296624
DE,unigram,32768,de-p,bpb,10.014046162538394
DE,unigram,49152,de-p,bpb,9.685284194313308
DE,unigram,65536,de-p,bpb,9.651775027665526
DE,unigram,81920,de-p,bpb,9.292024752111933
DE,unigram,8192,de-p,bpb,10.6199802666699
DE,bpe,32768,de,bpb,1.5775222942117904
DE,bpe,49152,de,bpb,1.5710149965670732
DE,bpe,65536,de,bpb,1.5739543522446124
DE,bpe,81920,de,bpb,1.5684825446545974
DE,bpe,8192,de,bpb,1.5923340871577643
DE,superbpe,32768,de,bpb,1.8297903945952663
DE,superbpe,49152,de,bpb,1.864804361440596
DE,superbpe,65536,de,bpb,1.8831824332665204
DE,superbpe,81920,de,bpb,1.903565853467113
DE,superbpe,8192,de,bpb,1.7490013547300007
DE,unigram,32768,de,bpb,9.983886676674524
DE,unigram,49152,de,bpb,9.653019937928129
DE,unigram,65536,de,bpb,9.612524843096104
DE,unigram,81920,de,bpb,9.273048287385162
DE,unigram,8192,de,bpb,10.599422539996748
EN,bpe,32768,en,bpb,1.8004264535000458
EN,bpe,49152,en,bpb,1.7865863547003926
EN,bpe,65536,en,bpb,1.7776720858565436
EN,bpe,81920,en,bpb,1.7698469332775626
EN,bpe,8192,en,bpb,1.8292441675519737
EN,superbpe,32768,en,bpb,2.1122965865145904
EN,superbpe,49152,en,bpb,2.1484642250414896
EN,superbpe,65536,en,bpb,2.16901114133172
EN,superbpe,81920,en,bpb,2.1789579374784154
EN,superbpe,8192,en,bpb,2.0291695923661672
EN,unigram,32768,en,bpb,8.366596613810971
EN,unigram,49152,en,bpb,7.9671902907650995
EN,unigram,65536,en,bpb,7.4785653757265305
EN,unigram,81920,en,bpb,7.487724223555596
EN,unigram,8192,en,bpb,8.680101819252029
DE,bpe,32768,de-ar,cpb,1.6489241396243803
DE,bpe,49152,de-ar,cpb,1.6453726774016044
DE,bpe,65536,de-ar,cpb,1.65022498076398
DE,bpe,81920,de-ar,cpb,1.6474038904354864
DE,bpe,8192,de-ar,cpb,1.6650359208791585
DE,superbpe,32768,de-ar,cpb,1.9035416854235239
DE,superbpe,49152,de-ar,cpb,1.9376543101437451
DE,superbpe,65536,de-ar,cpb,1.9540685195372784
DE,superbpe,81920,de-ar,cpb,1.9761456081841637
DE,superbpe,8192,de-ar,cpb,1.8200469955114331
DE,unigram,32768,de-ar,cpb,10.381167534050613
DE,unigram,49152,de-ar,cpb,10.048450169210557
DE,unigram,65536,de-ar,cpb,10.027868874346305
DE,unigram,81920,de-ar,cpb,9.636403859544716
DE,unigram,8192,de-ar,cpb,11.00884139122404
DE,bpe,32768,de-arp,cpb,1.6570882710915422
DE,bpe,49152,de-arp,cpb,1.6542833556125018
