,Sentences,Epoch-10
0,"Abgeordnete walisischen Ursprungs machen sich Sorgen, „wie Idioten auszusehen“",107.58901977539062
1,"Der Vorschlag, den Namen der Versammlung in MWP (Mitglied des walisischen Parlaments) zu ändern, rief bei einigen ihrer Angehörigen Fassungslosigkeit hervor.",181.74362182617188
2,"Ausschlaggebend hierfür waren Pläne, die Nationalversammlung in 'Walisisches Parlament' umzubenennen.",124.4844970703125
3,"Angehöriger aller der Nationalversammlung angehörigen Parteien befürchten, deshalb verhöhnt zu werden.",130.5279998779297
4,"Ein Abgeordneter der Labour-Partei sagte, dass sich dies ""auf Twp und Pwp"" reime.",137.741455078125
5,"Im Walisischen bedeutet „twp“ soviel wie „blöd, bescheuert“, „pwp“ bedeutet übersetzt „Kacke“.",188.93154907226562
6,Laut einem Mitglied der Versammlung von Plaid Cymru sei die Gruppe insgesamt „nicht zufrieden“ und habe weitere Möglichkeiten angeregt.,177.1595458984375
7,"Nach Aussage eines Konservativen aus Wales würde seine Gruppe eine Namensänderung begrüßen, allerdings machte er darauf aufmerksam, dass „MWP“ (Mitglied des Walisischen Parlaments) verbal nicht allzu weit von „Muppet“ entfernt liegt.",284.43804931640625
8,Hinweis: Im Walisischen wird der Buchstabe W ähnlich ausgesprochen wie das U im Englischen.,133.52218627929688
9,"Nach Angabe des aktuell mit der Ausarbeitung eines Entwurfs für ein Gesetz, das die Änderung der Namen regeln soll, betraute Gremium der Volksvertretung liege der endgültige Entschluss über die Anrede für Teilnehmer der Nationalversammlung selbstverständlich bei den Teilnehmern selbst.",310.11492919921875
10,Der Government of Wales Act 2017 gab dem walisischen Parlament die Option der Namensänderung.,129.53176879882812
11,"Der Ausschuss gab im Juni letzten Jahres bekannt, dass bei der öffentlichen Anhörung die vorgeschlagene Änderung des Namens in Walisisches Parlament großen Anklang fand.",173.07093811035156
12,"Auf die Frage hin, welchen Titel Parlamentsmitglieder aus Wales tragen sollten, stimmte die Mehrheit der Kommission selbst mit „WMPs“, bei einer öffentlichen Umfrage war jedoch „MWPs“ der Favorit.",247.88265991210938
13,"Ein schwieriges Unterfangen für die Vorsitzende Elin JONES, von der innerhalb weniger Wochen ein Gesetzentwurf für diese Anpassungen gefordert wird, dürfte das Erzielen einer Einigkeit werden, auch wenn walisische Parlamentsmitglieder scheinbar mögliche Alternativen aufzeigen.",297.26806640625
14,Zu den gesetzlichen Vorschriften über die Reformen werden auch Änderungen der Arbeitsweise der Versammlung gehören. Dazu zählen u. a. Regeln zur Disqualifikation von Mitgliedern des walisischen Parlaments und zur Gestaltung des Ausschusssystems.,268.49725341796875
15,"Bei der Diskussion über das Gesetz haben die Mitglieder der Nationalversammlung die Gelegenheit, ihre eigene Bezeichnung festzulegen.",87.05500030517578
16,In Mazedonien wird eine Volksabstimmung über eine mögliche Änderung des Landesnamens durchgeführt.,94.37493896484375
17,Die Abstimmung über die offizielle Umbenennung des Landes in „Republik Nordmazedonien“ findet am Sonntag statt.,141.4095916748047
18,"Das Referendum dient der Beilegung eines seit mehreren Jahrzehnten schwelenden Streits mit dem Nachbarland Griechenland, wo eine Provinz ebenfalls als Mazedonien bezeichnet wird.",185.75775146484375
19,"Die griechische Regierung hat bereits mehrmals Einspruch gegen die EU- und NATO-Aufnahmeanträge des nördlichen Nachbarlandes erhoben, nicht zuletzt, weil dessen Name in den Augen Athens einen Anspruch auf das eigene Territorium bekundet.",265.19976806640625
20,"Gjorge Ivanov, Präsident Mazedoniens und gegen die Volksabstimmung zur Namensänderung, hat erklärt, dass er die Abstimmung nicht beachten werde.",173.72262573242188
21,"Befürworter der Volksabstimmung, zu denen auch Premierminister Zoran Zaev gehört, betrachten die Umbenennung ganz pragmatisch als den Preis für die Aufnahme in die EU und die NATO.",230.4210205078125
22,"Die Schwierigkeiten der Kirchen in Harlem haben dazu geführt, dass die Glocken von St. Martin nicht mehr läuten",97.32503509521484
23,"„Ältere Personen, mit denen ich mich unterhalten habe, sagten, dass früher an jeder Ecke eine Bar und eine Kirche gestanden hätten“, so Adams.",159.1114501953125
24,„Weder-noch ist heute keine Option.“,58.015098571777344
25,"Er könne es verstehen, dass Kneipen verschwinden.",48.7296028137207
26,"„In der heutigen Welt gehen Menschen auf eine andere Art und Weise Bindungen ein“, sagte er.",89.08403778076172
27,"„Ausgedient haben Bars als gewohnte Treffpunkte, die wie eine Stube in der nahen Umgebung waren.“",144.5303497314453
28,"Im Hinblick auf die Kirchen hat er die Befürchtung, dass das Geld, das durch den Verkauf von Vermögenswerten eingenommen wurde, nicht so lange reichen wird, wie von den Führungspersonen angenommen.",176.84152221679688
29,"An die Stelle von Kirchen könnten Mehrfamilienhäuser mit Eigentumswohnungen rücken – Eigentumswohnungen für jene Menschen, die keine Hilfe für die übrigen Zufluchtsstätten des Viertels darstellen.",220.52175903320312
30,"Er sagte, dass es fast ausschließlich Weiße sein würden, welche Eigentumswohnungen in diesen Gebäuden erwerben. ""Dadurch rückt der Tag, an dem diese Kirchen endgültig geschlossen werden müssen, schnell näher. Es ist nämlich davon auszugehen, dass die meisten dieser Menschen, welche die Eigentumswohnungen beziehen, nicht Mitglieder dieser Kirchen werden.""",335.37933349609375
31,"Es waren weiße Gemeinden, die beide Kirchen errichtet hatten, bevor aus Harlem 1970 eine schwarze Metropole wurde – Metropolitan Community, zehn Jahre später St. Martin‘s.",208.01234436035156
32,In den 1930ern verließ die einst weiße methodistische Gemeinschaft den Ort.,83.06745147705078
33,"Das Gebäude wurde von einer schwarzen, religiösen Gemeinde aus der Umgebung erworben.",69.62835693359375
34,"Unter der Führung von Pfarrer John Howard Johnson, der außerdem dafür sorgte, dass Geschäfte in der 125. Straße, einer großen Einkaufsstraße im Stadtteil Harlem, die sich weigerten, Schwarzen einen Job zu geben oder sie zu unterstützen, boykottiert wurden, übernahm eine schwarze Gemeinde St. Martin.",333.92535400390625
35,"Das Gebäude wurde 1939 durch einen Brand stark beschädigt. Als die Mitglieder der Gemeine von Pater Johnson die Pläne, das Gebäude wieder aufzubauen, ausarbeiteten, gaben sie auch das Glockenspiel in Auftrag.",210.16616821289062
36,"„Die Glocken der Armen“ nennt Pfarrer David Johnson, der Sohn und Nachfolger von Pater Johnson aus der St.-Martins-Kirche, das Glockenspiel voller Stolz.",197.0362548828125
37,"Der Glockenspiel-Profi, der im Juli auf dem Instrument musizierte, bezeichnete es außerdem als „Kulturschatz“ und als „einzigartiges historisches Instrument“.",215.3901824951172
38,"Dass es sich dabei um das weltweit erste Glockenspiel handelte, auf dem ein schwarzer Musiker spielte – Dionisio A. Lind, der 18 Jahre zuvor in das größere Glockenspiel an der Riverside Church umgestiegen war –, erkannte Tiffany Ng, die Expertin von der University of Michigan, ebenfalls.",346.4303894042969
39,Laut Merriweather wurde er nicht durch St. Martin‘s ersetzt.,99.1535415649414
40,"Die Geschehnisse der vergangenen Monate bei St. Martin stehen im Zeichen komplizierter Verbindungen zu Architekten und Bauunternehmen, die teils von den Laienführern der Kirche und teils von den Bischhöfen der Diöszese eingebracht worden waren.",290.3356628417969
