,Sentences,Epoch-10
0,"Coś takiego, wszyscy są dziś w formie.",0.4645590099119019
1,"- Wiem, Sylvie.",0.5836884454852336
2,Trzydziestu przedsiębiorców prowadzących biznesy na topie.,0.4431676892317765
3,Trzeba było mnie najpierw zapytać.,0.379625322997416
4,"Wszystko, co mi mówiłeś, było kłamstwem.",0.5676959815546773
5,Żartów się panu zachciało?,0.2800254261005898
6,Może powinna jej pani powiedzieć.,0.6693430214956101
7,"Wiewióra, gdzie masz orzeszki?",0.3544128423648218
8,"Tato, to miejsce ma fatalne recenzje.",0.3548408009481101
9,Nie ważcie się odchodzić.,0.3743210320313124
10,"Wszedł pod kosz, a sędzia odgwizdał faul. Magic wyrzucił piłkę na samą górę trybun i krzyczał:",0.3546233888404915
11,"- Po naszej rozmowie odszukałem tego idiotę Steve'a, by go upomnieć i dać po twarzy za to, kim jest.",0.3452913372688757
12,Chwileczkę.,0.7916666666666667
13,"/Gdyby chciał sobie stopić jaja, również miałbym to gdzieś.",0.3272551426146162
14,Było nas pięć.,0.15019013049866042
15,Odezwę się.,0.558
16,Czemu pozwoliłaś mi kłamać?,0.42457489467539716
17,Nie tak się umawialiśmy.,0.836734693877551
18,"Gdy tylko to usłyszała, uciekła.",0.36205499601726016
19,"Jeśli to była niespodzianka, mam lepszą.",0.37271452134312844
20,- Słyszałem o tobie.,0.5000445077443475
21,"Allacha wolą jest to, kto ma wygrać ten wyścig.",0.31500374523533076
22,Nienawiść jest brzemieniem.,0.3676385593081769
23,"Musimy walczyć z brakiem możliwości, pracy i podstawowych dóbr, takich jak opieka zdrowotna i edukacja.",0.5066620811076806
24,Ma też komunikator i funkcje mobilnego banku.,0.21311485784570552
25,Już go używałem.,0.2563153660498793
26,Bez źródła morderstwa wyjdą na przypadkowe.,0.3750209721364005
27,Tę wysoką.,0.07001417148917767
28,Jesteś gość.,0.4448320413436692
29,Moje miejsce jest za biurkiem.,0.39179150147673153
30,To tylko gra.,0.36515151515151517
31,Wsadza za kratki 95% oskarżonych.,0.41556016877762
32,Jak to mówią:,0.38359788359788355
33,- Nic się nie stało.,0.6154871794871795
34,"Poświęcali swoje życie Silosowi, tak jak my wszyscy robimy to każdego dnia.",0.3935296427672408
35,"Hej, gdzie jest moja żona?",0.4297488226059655
36,Mój ulubiony agent FBI.,0.3402410809840055
37,Już po dziewiątej.,0.6711005402865867
38,Może miała dziurę w sukience i stąd te spojrzenia.,0.5195436875922932
39,Wyniki wciąż takie same.,0.2529958314447963
40,Zejdźmy do linii lasu.,0.46794181210576197
41,Czuję się tak dobrze.,0.3108479755538579
42,Wrócisz po niego.,0.4196103896103896
43,"Albowiem usłyszawszy o nim niewiasta, której córeczka miała ducha nieczystego, przyszła i przypadła do nóg jego,",0.522706445248113
44,Liczymy karty przy stoliku do blackjacka i przechylimy szalę na naszą korzyść.,0.3899573593060989
45,Przestałem liczyć.,0.24526121128062875
46,Mógłbym spróbować cię zanalizować i znaleźć sedno twojego strachu.,0.3167929358041417
47,Padam z nóg.,0.44523495827843657
48,- Też mamy iść?,0.09457810273537973
49,Żeby zrobić to.,0.31508930250047
50,Poręcze i podjazdy dla fanów bezpieczeństwa.,0.2833416816841719
51,W mojej szkole też.,0.29079365079365077
52,Ale... otrząśnij się.,0.4255029284441049
53,Coś tu ekstra dla was mam,0.26800523239598867
54,- I czapkę do kompletu.,0.35966914467370764
55,"Hawk-2, przerwij misję i wróć do bazy.",0.35569403928987336
56,"Chciałem otworzyć te drzwi, ale... dookoła nich widać lasery.",0.3777441751120484
57,Jestem w wielkim domu z jakąś twoją przyjaciółką.,0.47280156629849124
58,Jak też pewnego dnia umrę.,0.4020403033658848
59,"Warto go mieć, skoro to atrapa?",0.2531693663375773
60,"Ale wiedział, że praca może dać utrzymanie, lecz nie życie.",0.42614032983878325
61,Pieprzone poniedziałki.,0.4795349326599327
62,Masz... masz depresję.,0.4660073998251338
63,Jakim przyjacielem?,0.18484848484848485
64,Czemu się na to zgodziłam?,0.5391774891774891
65,Czemu moja wina?,0.36147821830641214
66,Miłego spaceru!,0.5301863616837097
67,Jednak ostrzegam.,0.12447689083093536
68,Znalazłem recenzję.,0.5136080670885425
69,"Tego lata, gdy urządzisz rodzinnego grilla, tylko jeden sos nada mu słodyczy i pikantyczy, które wszyscy kochają.",0.3186227269096664
70,Pomoc dotycząca Automake i stałych zbiorów klas,0.17807370695991545
71,- Za zabijanie.,0.3754434367549043
72,To nie może być prawda.,0.7285714285714285
73,Ruszamy.,0.22514619883040934
74,Jeden z tych kojotów... kochał się z moją czaszką.,0.3902338787045257
75,Prawda?,0.6744186046511628
76,"Bracia! jać o sobie nie rozumiem, żebym już uchwycił.",0.19386438413252266
77,"Wiem, jak to jest być niewidzialnym.",0.7922008547008547
78,NAJLEPSI GRACZE MENADŻER AKWARIUM,0.1859843644904225
79,Podróżujący ludzie mają szerszą perspektywę.,0.4223353714030012
80,Nie musi być w słowniku!,0.41040411646586344
81,Francis Bacon (filozof),0.5019230998849827
82,"Tak, a co z nim?",0.6540404040404041
83,Nie mogę wrzucić nic na Insta bez wkurzenia kogoś.,0.2953567320236949
84,Nigdy ich nie znajdziemy.,0.43940412186379924
85,"Kto mógłby wiedzieć, czy to zrobił?",0.35104810989059854
86,"-Midge, dam radę. -Jak?",0.3810855931342677
87,Ludzie stracili życie albo kończyny.,0.2876408909477857
88,Teraz to znasz francuski.,0.48967964661927355
89,- Nie ma tu zasięgu.,0.6701193887297038
90,Inaczej... szlag to wszystko trafi.,0.20175685167984525
91,Co za ulga! Przejrzałem pańskie konta.,0.38951520282270474
92,O dziewiątej piszę piosenkę czy dwie,0.2712740944317067
93,W 1998 roku straciłam reputację i godność.,0.5049403490750503
94,Lubisz atakować swój własny gatunek?,0.3724084252202397
95,Chcę ją pokonać.,0.33611673414304993
96,Sam czuje się lepiej.,0.6057960853052877
97,Po prostu się nie odzywaj.,0.75
98,- Niby skąd?,0.33836772750755467
99,"- Danielu, a gdybym ci dała 20 dolarów?",0.18050271598894818
100,Podobno zmusiła cię do podszywanej sesji w Azabu.,0.41456842841803015
101,Zrobi kolczyki z twoich jaj.,0.3227335113038853
102,Jej wątroba powiększa się 8-krotnie.,0.471517376017215
103,Uzasadnione wątpliwości... które doprowadziły do jebanego krachu!,0.33277048700138584
104,Będziemy miały dziecko!,0.11658967778728258
105,Jeśli ktoś nas znajdzie...,0.2511111111111111
106,Czy ktoś jeszcze nie zna Maríi?,0.30769943708773495
107,Ustanowimy sądy!,0.09033846713007132
108,"Larwy wczepiają się w kamienie haczykami, jednak czasem prąd okazuje się zbyt silny.",0.41663952287588935
109,Może mi się udzieliło.,0.4095238095238095
110,i wkładamy go w nasze policzki.,0.3011623692970533
