,Sentences,Epoch-10
0,"Mein Güte, heute ist jeder in Form.",1.6137680509424084
1,-Ich weiß.,2.1384432877178177
2,"Es sind die 30 Unternehmer unter 30, die coole, trendige Sachen machen.",1.78473103639262
3,Scheiße! Wieso hast du mich nicht gefragt?,0.6897136540581799
4,Es waren nur echt gute Lügen.,1.479807426196971
5,Übermütig geworden?,1.6566284240877056
6,Vielleicht sollten Sie es ihr sagen.,0.5300147575677968
7,"Eichhörnchen, Eichhörnchen, wo, zum Teufel, sind nur Ihre Nüsse?",1.87236359710579
8,"""BEISS IN EINE LEGENDE"" Dad, das Restaurant hat keine Sterne auf Yelp.",2.5587408188579013
9,Ihr könnt nicht einfach weggehen.,0.6402532185905541
10,"Er zog zum Korb, und der Schiedsrichter pfiff Foul, und Magic warf den Ball hoch an die Decke und schrie:",1.6609568406860271
11,"Nach unserem Gespräch habe ich diesen Idioten Steve aufgesucht, ihn zur Minna gemacht und ihm eine reingehauen, für das, was er war.",1.2871129057690152
12,"Sekunde, ich werde nur kurz... Sekunde, ich werde nur kurz...",1.4646030818823872
13,"Ja? Ist mir scheißegal,... falls er versucht hätte, seine Eier zusammenzuschmelzen.",1.376245519748503
14,Wir waren fünf.,1.1605010459770027
15,-Ich melde mich.,1.6123191216778396
16,Und du hast mich lügen lassen?,1.0161397260835656
17,So war das nicht abgemacht.,0.4810555008875096
18,"Als ich das sagte, rannte sie weg.",0.8251165103962972
19,"Wenn dich das überrascht, versuch es hiermit.",1.0783046209264766
20,Ich hörte viel über Sie.,1.0199457480091998
21,"Und von seinem Willen hängt auch ab, wer es gewinnt.",1.5517081227180796
22,Hass belastet.,1.532089559015641
23,"Wir müssen den Mangel an Möglichkeiten, an Arbeitsplätzen bekämpfen, wir müssen für das Gesundheitswesen und die Bildung kämpfen.",1.1622105673918468
24,Es kann Nachrichten senden und hat eine Bankapp.,1.72489414941841
25,Ich habe sie schon mal benutzt.,0.8666384638933825
26,Ohne deine Quelle liest sich das wie beliebige Morde.,1.8115469201250325
27,Die große.,1.962043847208611
28,Du bist authentisch.,0.9516397196002998
29,"An einen Schreibtisch, da gehör ich hin.",1.3937339191523734
30,Es ist nur ein Spiel!,0.8319351166716815
31,Er brüstet sich mit 95 % Verurteilungen.,1.7843603154350018
32,Wie sagt man?,0.9872310053107446
33,- Gar nichts! Alles ist bestens!,1.9516902508509586
34,"Sie haben ihre Leben dem Silo gewidmet, wie wir alle es jeden Tag tun.",1.2590518483666957
35,Hey! Wo ist meine Frau?,0.9007223146516625
36,Da kommt mein liebster FBI-Agent.,1.4399700018440196
37,Das geht nur bis neun.,1.6645066316907011
38,Und wenn sie wegen eines Risses im Kleid starrten?,1.5812362293945936
39,Die Ergebnisse sind unverändert.,0.7124658204059737
40,Wir müssen zur Baumgrenze.,1.219338473408759
41,Ich bin so glücklich.,0.6849890777080774
42,Kommt dafür zurück.,1.1770882935150897
